n r phi z vr vphi vz mass charge
   1472   1.592270   0.619602  -0.956682  3.243630e+06  2.842442e+06  1.225513e+07 4.001 2
   1473   2.065801   2.209198  -0.283486 -3.206116e+06 -3.256253e+06 -1.216168e+07 4.001 2
   1474   1.521501   1.130756  -0.583542  6.112086e+06 -1.094736e+07  3.403889e+06 4.001 2
   1475   1.714985  -0.687814  -0.091448  1.278337e+07 -2.115102e+06  9.489853e+05 4.001 2
   1476   1.806215  -2.295874   0.302329  5.760522e+06 -1.122543e+07  3.097573e+06 4.001 2
   1477   1.576879   0.062868  -0.484156 -7.288144e+06 -6.443992e+06 -8.610849e+06 4.001 2
   1478   1.733129   0.595244  -0.845781 -2.512910e+06  5.083563e+05 -1.273639e+07 4.001 2
   1479   1.516480  -1.210793   1.071968  6.226958e+06 -6.269291e+06  9.524169e+06 4.001 2
   1480   1.657645   0.375084   0.306943  1.115458e+07 -6.344038e+06 -2.029118e+06 4.001 2
   1481   1.794328   0.447657  -0.767975  6.024472e+06  1.072275e+07  4.185342e+06 4.001 2
   1482   1.370623   1.062973   0.620240 -6.910824e+06  6.803704e+06 -8.645168e+06 4.001 2
   1483   2.306439  -1.948959  -0.245384 -7.602741e+06  7.920476e+06 -6.946453e+06 4.001 2
   1484   2.167054   1.449421  -0.442642 -6.515669e+06  1.355968e+06  1.115779e+07 4.001 2
   1485   1.765931   0.854285   0.179610 -1.074215e+07  7.168589e+06 -1.416480e+06 4.001 2
   1486   2.136587  -1.177685  -0.324690  7.961410e+06 -7.510284e+06  7.000029e+06 4.001 2
   1487   1.505267   0.452122  -1.011707  1.186950e+07 -3.276255e+06 -4.143660e+06 4.001 2
   1488   1.624087   2.879743  -0.179638  4.650741e+06 -5.050947e+06  1.102939e+07 4.001 2
   1489   1.903266   1.417817  -0.353871 -1.283407e+07 -6.709466e+05 -1.903989e+06 4.001 2
   1490   1.626431  -2.495885  -0.215801  1.135057e+07 -6.256186e+06  9.019068e+05 4.001 2
   1491   1.446759  -1.245948   0.150574 -9.932657e+06 -4.257124e+06  7.211659e+06 4.001 2
   1492   1.975015  -1.631971  -0.814899  1.036522e+07  7.506453e+06  2.237003e+06 4.001 2
   1493   2.183810  -0.852684   0.188340  1.290643e+07 -4.534807e+05 -1.416788e+06 4.001 2
   1494   1.541833  -0.815488   1.065264  9.496925e+06  8.354645e+06 -2.965996e+06 4.001 2
   1495   1.917615  -0.079005   0.326993 -4.920156e+06  1.499327e+06 -1.193033e+07 4.001 2
   1496   2.383120  -2.658456  -0.076661  5.645088e+06  9.670616e+06  6.587941e+06 4.001 2
   1497   2.008056  -0.115389   0.050662  4.015062e+06  8.626750e+06  8.845748e+06 4.001 2
   1498   2.013292   0.711016  -0.093858 -5.397421e+06  3.806465e+06 -1.118783e+07 4.001 2
   1499   1.994615   0.552368  -0.457631 -1.094791e+07  5.266090e+06 -4.604395e+06 4.001 2
   1500   2.050221  -1.716880  -0.310152 -7.006475e+06 -9.625159e+06  5.201388e+06 4.001 2
   1501   2.228366   1.452780  -0.136073 -1.018124e+07  4.529745e+06  6.679270e+06 4.001 2
   1502   2.166402  -1.244082   0.647306 -2.518767e+05 -1.114892e+07  6.665354e+06 4.001 2
   1503   1.391960  -1.909825   0.509369 -8.803943e+06  4.157782e+06  8.601874e+06 4.001 2
   1504   2.000221  -2.132954  -0.101745  8.099096e+06  5.026716e+06  8.827546e+06 4.001 2
   1505   2.204785  -1.312340   0.386182 -1.817971e+06 -1.856232e+06  1.272942e+07 4.001 2
   1506   1.758630  -0.821530  -0.001182  1.257188e+07  2.622731e+06 -1.964166e+06 4.001 2
   1507   2.156447   2.073830   0.485266 -1.148028e+07 -6.061936e+06  4.949466e+05 4.001 2
   1508   2.219304  -0.231274   0.004061  3.810579e+06 -7.104988e+06 -1.018761e+07 4.001 2
   1509   1.693400  -2.711018  -0.377041 -8.863827e+06  2.732335e+04  9.498454e+06 4.001 2
   1510   1.716069  -3.018801  -0.347348  1.876655e+06  1.143419e+07 -5.875906e+06 4.001 2
   1511   1.881621   1.666126   0.671741  2.219319e+06 -1.056081e+07  7.234142e+06 4.001 2
   1512   1.782887   1.535621   0.038747  1.685186e+06 -5.714313e+06  1.154537e+07 4.001 2
   1513   1.803854   1.642238  -0.367105  1.218681e+06 -4.688738e+06  1.205485e+07 4.001 2
   1514   1.800159  -0.618198  -0.581473 -9.423889e+06 -4.086845e+06 -7.954673e+06 4.001 2
   1515   2.296630   0.061970   0.372009  1.033199e+07  5.785319e+06  5.344979e+06 4.001 2
   1516   1.635629   1.336778   0.884842 -1.100164e+07  3.535981e+06  5.937135e+06 4.001 2
   1517   1.392839   1.515141  -0.126139 -1.295142e+07  9.532877e+05 -3.753196e+05 4.001 2
   1518   1.970019  -1.589933   0.501609 -1.165716e+07  1.349854e+06 -5.574702e+06 4.001 2
   1519   2.087697   1.293569  -0.382140  1.055992e+07  2.813836e+06 -7.025609e+06 4.001 2
   1520   2.411865   2.218558  -0.109191 -1.063001e+07  7.466527e+06 -2.067174e+05 4.001 2
   1521   1.539531  -2.981882  -0.836632 -1.070861e+07 -7.302571e+06 -8.871008e+05 4.001 2
   1522   2.259617  -3.060487   0.428524  1.159664e+07  2.835321e+06 -5.125199e+06 4.001 2
   1523   1.376459  -0.879389  -0.118350  1.265216e+07 -1.542929e+06  2.516150e+06 4.001 2
   1524   2.170427  -2.938433  -0.357791 -5.976681e+06 -4.151144e+06 -1.076272e+07 4.001 2
   1525   1.485370  -1.776141  -0.888767 -9.363988e+06 -1.976998e+06 -8.786126e+06 4.001 2
   1526   2.131618   0.171819   0.462025  9.878733e+06 -7.920951e+05 -8.400716e+06 4.001 2
   1527   2.167592   1.784883   0.262467 -1.043505e+07  5.576224e+06  5.366957e+06 4.001 2
   1528   1.664176  -2.411439   0.860539  1.226633e+07 -3.244974e+06  2.792137e+06 4.001 2
   1529   1.852082  -2.945470   0.746248  3.764001e+06 -4.765996e+06  1.148505e+07 4.001 2
   1530   1.974448   1.844874   0.356996  1.011898e+07 -8.054154e+06 -1.235142e+06 4.001 2
   1531   1.969229  -1.590982   0.800744 -1.175546e+07  4.261361e+06 -3.526874e+06 4.001 2
   1532   2.181598   1.632919  -0.194946 -1.161086e+07 -4.454772e+06  3.759215e+06 4.001 2
   1533   1.754337  -0.583149  -0.874031 -1.246822e+07 -1.613439e+06  3.275518e+06 4.001 2
   1534   1.453971   2.167623   0.379583 -1.256209e+07  2.518437e+06 -2.154112e+06 4.001 2
   1535   1.585342   2.812771   0.215053 -8.355271e+06 -3.401591e+06 -9.349194e+06 4.001 2
   1536   1.371441   0.325552   0.144438  1.286469e+07 -1.163231e+06 -1.391201e+06 4.001 2
   1537   1.995144  -0.541107  -0.731826 -9.893928e+06 -3.880599e+06 -7.472612e+06 4.001 2
   1538   2.346092  -1.596729  -0.180693 -1.122434e+07  3.740230e+06  5.367837e+06 4.001 2
   1539   1.726135  -2.322215  -0.815244 -8.555460e+06  7.331672e+05 -9.749634e+06 4.001 2
   1540   1.714027   0.530813   0.515507 -1.287797e+07  1.527908e+06  7.824225e+05 4.001 2
   1541   2.182377  -0.399148   0.369191 -8.953520e+06 -4.355232e+06 -8.345972e+06 4.001 2
   1542   1.420191   1.075132   0.642790  9.203892e+06 -3.392063e+06 -8.518866e+06 4.001 2
   1543   1.735820   1.139417   0.725048  1.420998e+06 -5.242865e+06 -1.180178e+07 4.001 2
   1544   1.497400   2.140437   0.785410 -5.053136e+06  1.076735e+07 -5.226736e+06 4.001 2
   1545   1.362497  -2.542600  -0.099575 -1.274734e+07 -2.050331e+06  1.445755e+06 4.001 2
   1546   1.879271  -2.050248   0.217968 -8.525029e+06  4.002587e+06  8.949412e+06 4.001 2
   1547   1.748876   1.741982  -0.199525  1.413074e+06 -6.422777e+06  1.120446e+07 4.001 2
   1548   2.026131   1.102575  -0.165932 -8.535992e+06 -2.195892e+06 -9.544826e+06 4.001 2
   1549   2.225161   2.422789   0.157626 -5.671421e+06 -3.323050e+06  1.120630e+07 4.001 2
   1550   2.061012  -2.338227   0.640496  4.740000e+06  1.001891e+06 -1.205477e+07 4.001 2
   1551   1.891289  -2.211288  -0.326747  1.134133e+07 -2.189328e+06  5.947249e+06 4.001 2
   1552   1.543789  -2.856453   1.022825  1.008399e+07 -7.255807e+05  8.159379e+06 4.001 2
   1553   2.297493   2.575307   0.226701 -9.005737e+06 -9.212581e+06 -1.677456e+06 4.001 2
   1554   1.622648  -3.079458   0.144149 -2.387172e+06  4.748017e+05  1.276185e+07 4.001 2
   1555   1.520036   0.887145   0.605606  6.183679e+06 -5.973412e+06 -9.740085e+06 4.001 2
   1556   2.108926   2.786920   0.457980 -1.100911e+07 -3.006699e+06  6.208701e+06 4.001 2
   1557   2.293173  -2.055096  -0.306907  7.322439e+06  5.367346e+06 -9.293131e+06 4.001 2
   1558   2.139533  -2.200330  -0.690655  2.184418e+06 -1.187729e+07 -4.790324e+06 4.001 2
   1559   1.888146  -1.956223   0.097435  8.783240e+06  1.829265e+06  9.396664e+06 4.001 2
   1560   1.675427  -0.616444  -0.882179 -1.060925e+07 -6.271011e+05  7.472573e+06 4.001 2
   1561   2.047434   0.918358  -0.404355  4.926386e+06 -1.171751e+07 -2.686913e+06 4.001 2
   1562   1.749662   2.270636  -0.332007  4.984293e+06  5.644454e+05 -1.198445e+07 4.001 2
   1563   1.921753  -0.062791  -0.779031  1.141911e+07  8.376509e+05  6.139300e+06 4.001 2
   1564   2.282873   2.322785   0.067209 -2.336462e+06 -7.279528e+06 -1.050420e+07 4.001 2
   1565   1.891985  -1.770349  -0.376440  8.430839e+06  2.546644e+06 -9.551144e+06 4.001 2
   1566   1.818090  -2.611568   0.226903  4.193093e+05 -7.198591e+06  1.080709e+07 4.001 2
   1567   1.667667   0.397365  -0.177650 -4.213474e+06 -1.212416e+07 -2.010013e+06 4.001 2
   1568   1.842136   2.334288   0.095854 -1.035692e+07 -2.778184e+06 -7.335163e+06 4.001 2
   1569   1.863426   0.556426   0.836203 -3.196815e+06 -3.669675e+06  1.204586e+07 4.001 2
   1570   1.982111   0.621181   0.767051  1.190521e+07 -4.191065e+06  3.080538e+06 4.001 2
   1571   1.834158   0.115381  -0.768392  7.312654e+06  8.843702e+06  6.091209e+06 4.001 2
   1572   1.341256   1.383663   0.381095 -1.377716e+06  1.099492e+07 -6.782514e+06 4.001 2
   1573   2.270171  -0.690191  -0.489670 -7.029878e+05 -2.850892e+04 -1.297281e+07 4.001 2
   1574   1.517408  -2.622273  -0.281101  3.040173e+06  2.278069e+06 -1.242403e+07 4.001 2
   1575   1.746983   2.204086   0.115821 -3.601673e+06 -2.300564e+06  1.226883e+07 4.001 2
   1576   2.345428   0.001622  -0.212332  8.797268e+06  5.839518e+06  7.569472e+06 4.001 2
   1577   1.629398  -2.865399  -0.659983 -1.196402e+07  2.894201e+06  4.156269e+06 4.001 2
   1578   1.866226  -0.956958   0.349235  7.953945e+06 -2.946590e+05  1.026824e+07 4.001 2
   1579   2.333476  -0.321825  -0.089029 -1.129138e+07 -1.087290e+06  6.333358e+06 4.001 2
   1580   1.763369  -2.955736   0.002441 -1.453685e+06  2.061597e+06 -1.274462e+07 4.001 2
   1581   1.320874   1.701266   0.401042  1.193640e+07 -5.466569e+05  5.100225e+06 4.001 2
   1582   2.366197  -3.140856   0.046593 -8.412824e+06 -9.739894e+06 -1.774167e+06 4.001 2
   1583   2.105627  -0.154207   0.664864  1.019078e+07  5.536443e+06  5.855299e+06 4.001 2
   1584   2.136892  -2.237484   0.148607 -7.514644e+06 -1.116428e+04 -1.059806e+07 4.001 2
   1585   1.446203  -1.350020  -0.469395  2.664336e+06 -1.311793e+06  1.264790e+07 4.001 2
   1586   2.312979  -0.879556  -0.233124  1.169146e+07  1.766019e+06 -5.383284e+06 4.001 2
   1587   1.518976   2.177901   0.250247 -2.749990e+06  5.488608e+06 -1.144996e+07 4.001 2
   1588   1.779621   1.137975  -0.341608  7.609645e+06 -9.031403e+06  5.414412e+06 4.001 2
   1589   2.278227   1.412228   0.471319  9.780594e+06 -6.783560e+06  5.206929e+06 4.001 2
   1590   2.342074  -1.579758  -0.186429 -1.207064e+07  8.126425e+05  4.735835e+06 4.001 2
   1591   1.742436   0.677935   0.993074 -8.780855e+06 -1.349327e+05  9.574298e+06 4.001 2
   1592   1.461526   0.931018   0.203504  1.037488e+07  6.784673e+06 -3.888292e+06 4.001 2
   1593   1.605847   0.093456  -0.631863  1.050885e+07  2.990957e+06  7.029009e+06 4.001 2
   1594   1.448146   0.218316  -0.256968  1.088423e+07  5.362529e+06 -4.643888e+06 4.001 2
   1595   1.616931   0.363972   0.333083  1.250587e+07 -3.416791e+06 -8.471279e+05 4.001 2
   1596   1.689342   0.518753  -0.545162  1.219576e+07 -1.470159e+06  4.229759e+06 4.001 2
   1597   1.981478  -0.125001  -0.724777 -7.514386e+06 -1.053583e+07  1.148564e+06 4.001 2
   1598   1.434326   1.666502   0.667133  7.047925e+06 -2.875591e+06  1.052837e+07 4.001 2
   1599   1.944416   2.699003  -0.184419  1.060475e+07  2.345496e+06 -7.129291e+06 4.001 2
   1600   2.260000   0.177806   0.032680  1.060790e+06 -3.486356e+06 -1.247032e+07 4.001 2
   1601   1.422231  -1.723908   0.569368 -2.844245e+06 -9.399619e+06 -8.505659e+06 4.001 2
   1602   2.250096   2.396472  -0.095600  6.304784e+06  3.140603e+06 -1.091674e+07 4.001 2
   1603   2.163961  -1.082381  -0.279762  1.254200e+07  2.714081e+06 -2.029976e+06 4.001 2
   1604   2.233288   1.489317   0.520284  7.730075e+06 -3.207699e+06 -9.937073e+06 4.001 2
   1605   2.400941   1.256695  -0.067952  8.682465e+06  6.057270e+06  7.530809e+06 4.001 2
   1606   2.173217   1.687543   0.206679  1.200200e+07  4.825575e+06  1.206066e+06 4.001 2
   1607   2.138568   0.321826   0.469102 -3.734741e+06 -5.822468e+06  1.099724e+07 4.001 2
   1608   1.962197  -1.071168   0.297864  8.804098e+06  8.998984e+06 -3.208575e+06 4.001 2
   1609   1.488906  -0.924920   0.231576  2.341928e+06 -1.683099e+06  1.266773e+07 4.001 2
   1610   1.422107   1.033187  -0.152477 -7.726214e+06 -5.712494e+06  8.744246e+06 4.001 2
   1611   2.148045  -1.398544  -0.676262  6.851135e+05 -6.022696e+06 -1.149115e+07 4.001 2
   1612   2.127294   0.128321  -0.412942  9.758142e+06  6.707610e+06 -5.345599e+06 4.001 2
   1613   1.752710  -1.914150   0.007950 -1.280704e+07 -6.051972e+05  2.098157e+06 4.001 2
   1614   1.850580  -1.390847   0.224406 -1.170336e+07 -7.673246e+05 -5.588505e+06 4.001 2
   1615   1.471786  -0.962340  -0.793199 -1.113251e+07 -6.498002e+06  1.622314e+06 4.001 2
   1616   1.912178   2.861760   0.690789 -4.710257e+06 -7.514791e+06 -9.493693e+06 4.001 2
   1617   1.943363  -2.139245   0.846583 -7.682976e+06  1.046451e+07 -5.047415e+05 4.001 2
   1618   2.353973   2.179043  -0.342557 -2.015162e+06 -9.365843e+06 -8.775473e+06 4.001 2
   1619   2.149417  -1.197813  -0.553130 -1.079357e+07 -9.017499e+05 -7.174569e+06 4.001 2
   1620   2.082918   1.864494   0.296699  1.209584e+07 -4.037658e+06  2.485316e+06 4.001 2
   1621   2.040122   0.061025  -0.525321  7.741498e+06  9.129526e+06  5.050720e+06 4.001 2
   1622   2.236358   2.995637   0.294388 -9.893933e+06  1.109556e+06  8.346723e+06 4.001 2
   1623   1.976868  -2.532216  -0.558899  1.734200e+06  8.408951e+06  9.750430e+06 4.001 2
   1624   1.435167   1.660282  -0.797471 -4.565771e+06 -4.003140e+06  1.148553e+07 4.001 2
   1625   1.774955   2.448591   0.558683  9.547960e+06 -8.798497e+06  4.601305e+05 4.001 2
   1626   1.570989   1.033370  -0.570157 -1.016744e+07 -5.641339e+06 -5.795456e+06 4.001 2
   1627   1.614715   1.764569   0.494690  9.188397e+06 -7.337831e+04  9.184595e+06 4.001 2
   1628   1.443210   1.527996  -0.284025  4.502330e+06  8.961859e+06 -8.258505e+06 4.001 2
   1629   2.187894   0.906773   0.574039  1.267693e+07  2.836840e+06 -1.910760e+05 4.001 2
   1630   1.839046   0.187741  -0.920081 -8.124918e+06 -8.822972e+06 -4.992962e+06 4.001 2
   1631   2.378335   0.788643  -0.237665 -6.025221e+06  1.794332e+06 -1.136952e+07 4.001 2
   1632   1.495013   1.091713   0.891611 -1.179304e+07  4.620293e+05 -5.431342e+06 4.001 2
   1633   2.095335   0.257986   0.007668  6.229908e+06  5.162867e+06  1.016474e+07 4.001 2
   1634   2.116061   1.212598   0.403342  1.126734e+07  4.564995e+06 -4.582218e+06 4.001 2
   1635   1.392130  -1.768552  -0.345878  1.224430e+07 -4.066860e+06  1.525340e+06 4.001 2
   1636   1.286213   0.228800  -0.087752  8.601131e+06 -7.507126e+06  6.201001e+06 4.001 2
   1637   2.218312  -2.990681   0.583480  7.573016e+06 -5.632660e+06 -8.928123e+06 4.001 2
   1638   1.744626  -1.172611  -0.455433 -1.244578e+07  2.772501e+06  2.490897e+06 4.001 2
   1639   2.262236  -2.954252   0.495655 -1.053558e+07 -2.684873e+06  7.112095e+06 4.001 2
   1640   1.665610  -0.078226  -0.407235  6.743209e+06  3.245921e+06  1.061988e+07 4.001 2
   1641   1.590422  -1.654346   0.044565 -4.300904e+06 -4.805115e+06  1.127838e+07 4.001 2
   1642   1.910339  -1.864523   0.681937 -4.287532e+06 -8.390936e+06  8.944164e+06 4.001 2
   1643   1.499637   1.980238  -0.558384  2.382345e+05 -2.819483e+06 -1.268001e+07 4.001 2
   1644   1.991720   2.388077   0.713426 -2.918553e+06 -2.659919e+06 -1.237722e+07 4.001 2
   1645   2.132759   2.296535  -0.412173 -1.127568e+07 -1.014476e+06  6.373285e+06 4.001 2
   1646   2.135026   1.919129   0.227200 -1.277415e+07 -7.647161e+05  2.241691e+06 4.001 2
   1647   1.679869  -0.303695  -0.248678  1.943961e+06 -1.001888e+06 -1.280648e+07 4.001 2
   1648   1.714239  -0.195474   0.611364  9.972519e+06 -3.905536e+06  7.354214e+06 4.001 2
   1649   1.618612  -2.856879   0.832172 -7.683069e+06  9.496627e+06 -4.424175e+06 4.001 2
   1650   1.458901   0.195583   0.502109  1.061816e+07 -6.970202e+06 -2.731254e+06 4.001 2
   1651   2.325690  -0.109765   0.365647  1.227358e+07  4.243441e+06 -3.756682e+05 4.001 2
   1652   1.594163   0.217918  -0.658373  9.326282e+06 -3.001487e+06  8.532312e+06 4.001 2
   1653   1.696972  -2.698576  -0.607759  1.290765e+07 -9.688474e+05 -1.114724e+06 4.001 2
   1654   2.116898   2.791816  -0.621176  1.007880e+07 -6.994255e+05 -8.168067e+06 4.001 2
   1655   2.112685   1.155252   0.181835 -8.816966e+06  4.100303e+06 -8.616114e+06 4.001 2
   1656   2.403267  -0.723936   0.143554  9.128853e+06 -4.488378e+06 -8.081294e+06 4.001 2
   1657   1.361528   1.488443   0.439958 -2.483826e+06  2.751601e+06 -1.245183e+07 4.001 2
   1658   1.544271  -2.958488  -0.382261 -1.239553e+07 -2.533727e+06 -2.952955e+06 4.001 2
   1659   2.122805   2.474510   0.582579  7.794847e+06  1.951310e+06 -1.020890e+07 4.001 2
   1660   1.433431   1.225955  -0.546611 -6.681832e+06  9.274114e+06  6.175171e+06 4.001 2
   1661   2.018385  -2.250858  -0.623783 -5.797454e+06  7.869992e+06  8.558128e+06 4.001 2
   1662   1.609625   2.726502   0.662730 -1.101763e+07  6.860288e+06  5.805045e+05 4.001 2
   1663   1.949266  -1.101430   0.305521  1.235197e+07  6.862362e+04 -4.026531e+06 4.001 2
   1664   1.818370   2.172387  -0.465016 -9.988744e+06 -1.255956e+06  8.211965e+06 4.001 2
   1665   1.882398  -2.693057   0.243459 -5.900034e+06  6.671258e+06 -9.459002e+06 4.001 2
   1666   1.780018  -2.458378  -0.328290  1.252625e+07  3.979745e+05  3.423954e+06 4.001 2
   1667   2.086393   2.958969   0.065746  1.190979e+07 -5.190883e+06  2.285410e+04 4.001 2
   1668   1.914965  -2.657490   0.492135  9.697467e+06 -9.673902e+05  8.591397e+06 4.001 2
   1669   1.436776  -2.516147  -0.225306 -1.145328e+07 -1.255835e+06 -6.002844e+06 4.001 2
   1670   1.635642   0.390601  -0.579055  1.370552e+06  2.954145e+06 -1.257710e+07 4.001 2
   1671   1.485136   1.551440   0.433514  1.023527e+07 -4.199972e+06  6.810892e+06 4.001 2
   1672   1.844329  -1.953678   0.314648 -2.004306e+06  4.227735e+06 -1.212014e+07 4.001 2
   1673   1.667948   1.054029   0.690237 -6.325234e+06  3.311568e+06 -1.085420e+07 4.001 2
   1674   2.317861  -2.577224   0.219957 -1.145745e+07  5.603681e+06  2.472715e+06 4.001 2
   1675   2.152843   2.844512   0.348077  3.108823e+05  2.178885e+06  1.280409e+07 4.001 2
   1676   1.688289   1.988984   0.578787  1.145238e+07 -6.080695e+06  8.104675e+05 4.001 2
   1677   1.511820   1.127073  -0.534838 -7.950906e+06  8.903719e+06  5.127932e+06 4.001 2
   1678   1.952498   0.056017  -0.441574 -5.187290e+06  4.100362e+06 -1.118337e+07 4.001 2
   1679   2.161565  -1.155048  -0.086407 -9.454949e+06  3.295213e+06 -8.278546e+06 4.001 2
   1680   1.585769  -1.636180  -0.658463  9.733150e+06 -8.307861e+06 -2.243667e+06 4.001 2
   1681   1.427588  -0.678904   0.769397  8.063370e+06  9.494223e+05  1.014246e+07 4.001 2
   1682   2.376258   1.314914   0.014875  2.213091e+06 -8.486200e+06 -9.585168e+06 4.001 2
   1683   1.760405  -1.410244  -0.620358  8.507138e+06 -7.108032e+06 -6.774458e+06 4.001 2
   1684   1.563421   0.821291  -0.406967  5.571080e+06 -9.276478e+06  7.190189e+06 4.001 2
   1685   2.053047  -0.572148   0.056426 -2.623323e+06  4.779505e+06 -1.179251e+07 4.001 2
   1686   1.940401   2.142617   0.590140  2.673274e+06  1.836410e+06 -1.258054e+07 4.001 2
   1687   1.776684  -0.114738   0.292263  8.749367e+06  9.604029e+06 -2.391337e+02 4.001 2
   1688   1.581356   0.280698   1.079513 -2.891216e+06  6.880764e+06 -1.063413e+07 4.001 2
   1689   1.781971   0.270007   0.918162 -1.257278e+07  2.293265e+06 -2.335564e+06 4.001 2
   1690   1.721666   3.029608  -0.556574  8.576120e+06  2.088060e+06  9.533046e+06 4.001 2
   1691   2.165991   2.150721  -0.575519 -2.164363e+06 -3.693688e+06 -1.226625e+07 4.001 2
   1692   1.492937   0.714748   0.708654  1.014903e+07  3.720001e+06  7.207463e+06 4.001 2
   1693   2.181852  -0.432033  -0.636899 -9.676658e+06 -4.607192e+05  8.656722e+06 4.001 2
   1694   1.870782   1.144844   0.604646  6.505537e+06 -8.848421e+06  6.940622e+06 4.001 2
   1695   2.033274   0.850367  -0.156546  1.107369e+06 -9.506318e+06 -8.785924e+06 4.001 2
   1696   2.137655   3.111255   0.384914  4.406420e+06  2.173685e+06 -1.202694e+07 4.001 2
   1697   1.895176   1.040449  -0.897776  7.024563e+05  9.156962e+06 -9.189418e+06 4.001 2
   1698   2.358897   1.494414  -0.300275 -9.403224e+06  6.065300e+06 -6.601538e+06 4.001 2
   1699   1.594311  -2.792341  -0.239588  1.169192e+07 -5.255268e+04 -5.664361e+06 4.001 2
   1700   1.578278  -1.285942  -0.153365  5.758831e+06 -4.822473e+06 -1.060040e+07 4.001 2
   1701   2.056231   1.052057   0.164681 -9.684102e+06  8.608460e+06  9.494229e+05 4.001 2
   1702   1.831926  -2.025174  -0.193146 -1.054738e+07 -3.700267e+06  6.621899e+06 4.001 2
   1703   1.752506  -2.340111  -0.713703 -3.216756e+06 -5.455025e+06  1.134390e+07 4.001 2
   1704   2.240564   2.788432   0.436583  9.437348e+06  2.698482e+06  8.511372e+06 4.001 2
   1705   1.822090  -3.041327  -0.944929  1.458030e+06  6.678886e+06  1.104787e+07 4.001 2
   1706   2.185657   2.816315   0.521211 -1.248748e+07  6.346087e+05 -3.528317e+06 4.001 2
   1707   1.653710  -2.838496   0.315887 -1.013903e+07 -5.908145e+05 -8.101835e+06 4.001 2
   1708   1.780618  -0.135482   0.449539  5.271827e+06  1.228024e+04 -1.187419e+07 4.001 2
   1709   1.889791   2.338605  -0.653913  1.836713e+06 -1.353966e+06 -1.278992e+07 4.001 2
   1710   1.312195   0.280213  -0.201641 -7.730463e+05  9.201253e+06 -9.139374e+06 4.001 2
   1711   1.679994  -0.670153   0.218549 -1.143478e+07 -5.617717e+06  2.544774e+06 4.001 2
   1712   2.075645   2.418263   0.760518  8.601459e+06 -4.185565e+06  8.791175e+06 4.001 2
   1713   2.015082   1.953447   0.484720 -8.580263e+06 -8.836564e+06 -4.133163e+06 4.001 2
   1714   1.822040  -0.353889   0.294923  1.258255e+07 -4.356927e+05 -3.206000e+06 4.001 2
   1715   2.137791  -0.986347   0.588534 -5.425942e+06 -2.082130e+06  1.161950e+07 4.001 2
   1716   2.006242   2.560655  -0.179589 -1.234048e+07  2.523297e+06  3.183443e+06 4.001 2
   1717   1.959100   3.130893   0.247569  8.271093e+06  4.332916e+06 -9.033475e+06 4.001 2
   1718   2.057429  -0.819133  -0.536815  1.254743e+07 -1.333282e+06 -3.094056e+06 4.001 2
   1719   1.581969  -1.622092   1.039508  7.616145e+05 -2.637022e+06  1.269862e+07 4.001 2
   1720   1.856595  -2.067457   0.405841  1.145191e+07  1.265042e+06 -6.003517e+06 4.001 2
   1721   2.326534  -0.717277  -0.161156 -1.259733e+07 -7.440182e+05 -3.089115e+06 4.001 2
   1722   2.055258   2.730870   0.200041 -9.430070e+06  3.930031e+06 -8.026047e+06 4.001 2
   1723   1.714981  -1.609751   0.102346  1.227300e+07 -3.986292e+06 -1.507199e+06 4.001 2
   1724   1.679759   2.804576  -0.013404 -3.404440e+05 -6.950165e+06 -1.097124e+07 4.001 2
   1725   2.222393  -1.544872   0.343892 -3.157038e+06 -1.038928e+07 -7.133357e+06 4.001 2
   1726   2.290980  -2.252069  -0.346472 -5.908216e+06 -1.362593e+06  1.149022e+07 4.001 2
   1727   2.142001   0.370535  -0.478874 -3.344463e+06 -8.769008e+06 -8.983756e+06 4.001 2
   1728   1.651364  -0.665338  -1.040886  1.137118e+07  2.892588e+06  5.578342e+06 4.001 2
   1729   2.031785   0.745687   0.100049 -3.676618e+05 -6.825341e+05 -1.296872e+07 4.001 2
   1730   1.998770  -0.608081   0.774113 -1.707823e+06  5.035977e+06  1.185374e+07 4.001 2
   1731   2.241525   2.944779  -0.046012 -9.551050e+06 -2.721012e+06  8.376296e+06 4.001 2
   1732   1.585431  -1.660497   0.004832  1.189805e+07 -5.176208e+06 -6.574087e+05 4.001 2
   1733   2.333344  -1.591599   0.398046 -8.560026e+06  3.817413e+06  8.996784e+06 4.001 2
   1734   1.346251   2.543934   0.212881  5.180338e+06  4.691367e+05  1.190516e+07 4.001 2
   1735   2.313233   0.499954   0.141947  1.298554e+07 -3.995358e+05 -7.007151e+04 4.001 2
   1736   2.033772  -1.080351   0.331432 -3.404762e+05 -9.505105e+06  8.850189e+06 4.001 2
   1737   2.084867  -0.753058  -0.738760  3.270396e+06 -2.879918e+06  1.223926e+07 4.001 2
   1738   2.415296   0.095076   0.093806  7.267252e+06 -7.429254e+06 -7.796284e+06 4.001 2
   1739   1.884017  -1.774212  -0.857976 -1.333645e+06  5.320796e+06  1.177707e+07 4.001 2
   1740   1.957242  -0.996408  -0.262507 -4.308551e+06 -8.011326e+06  9.275982e+06 4.001 2
   1741   2.299701   0.713600  -0.185189  9.550029e+06 -7.445310e+06 -4.706710e+06 4.001 2
   1742   2.044770  -2.696253   0.223473 -1.201881e+07  4.927784e+06  2.321218e+05 4.001 2
