n r phi z vr vphi vz mass charge
     58   1.845201 -148.087925   0.793990  1.104470e+07  9.658523e+06  6.817127e+06 4.001 2
     59   1.538734 171.418545   0.353634 -1.048015e+07  6.990156e+06 -6.505011e+06 4.001 2
     60   1.604004   5.528628   0.320761  1.274016e+07  4.861218e+06 -6.388713e+05 4.001 2
     61   1.554836 -77.180307   0.340430 -2.578072e+06  1.337857e+06  1.273113e+07 4.001 2
     62   2.228252 -133.867508   0.046719 -1.191100e+07 -1.170818e+07 -1.715484e+06 4.001 2
     63   1.877451 133.083818  -0.381443 -9.687862e+06  9.599198e+06  8.598212e+06 4.001 2
     64   1.878377 145.445288  -0.570231  1.107165e+07 -9.735364e+06 -6.579948e+06 4.001 2
     65   2.003664 104.078506   0.489087 -3.615282e+05  7.051805e+06 -1.037991e+07 4.001 2
     66   1.706003 -177.840642  -0.087147 -8.579265e+06 -8.335808e+05 -9.754468e+06 4.001 2
     67   2.230307 179.591722  -0.281170  9.120562e+06  6.671121e+06 -6.272146e+06 4.001 2
     68   1.844786 -74.252475  -0.856317 -9.348446e+06  5.259065e+06  9.011200e+06 4.001 2
     69   1.704214  45.854621   0.037227 -7.901853e+06 -7.808736e+06  9.865376e+06 4.001 2
     70   1.710947  93.882791  -0.566375 -7.765109e+06 -3.302325e+06  9.444774e+06 4.001 2
     71   2.054630  10.839502  -0.148541  2.924517e+06  1.116060e+07  6.524336e+06 4.001 2
     72   2.159772 -174.588302   0.316331 -1.067561e+07 -9.125147e+06  1.505354e+06 4.001 2
     73   2.242882 -58.710664  -0.128520 -6.421279e+06  6.990365e+06  1.094088e+07 4.001 2
     74   1.542507 147.999210   0.514590  9.734470e+06 -1.251513e+07 -4.773273e+05 4.001 2
     75   1.581426 -77.244736   0.754706  1.107472e+07 -8.280937e+05  5.202480e+06 4.001 2
     76   1.565763 -117.236877   1.029670  1.103165e+07  6.584243e+06 -5.488132e+06 4.001 2
     77   2.063434  12.326785   0.141107 -9.606060e+06 -3.156687e+06  8.696960e+06 4.001 2
     78   1.431276 144.106457  -0.605086 -8.538969e+06  6.812101e+06  8.865616e+06 4.001 2
     79   1.526919 -179.291719  -0.086740 -1.291599e+07  8.419898e+05 -7.852079e+05 4.001 2
     80   1.861597  -0.762075  -0.456093 -1.161530e+07  1.688892e+06 -5.654020e+06 4.001 2
     81   2.093046 -70.064137   0.018201  5.343966e+06  3.994355e+06 -6.837795e+06 4.001 2
     82   1.862810 135.503492  -0.227050  5.760466e+06 -5.842506e+06 -1.064608e+07 4.001 2
     83   1.658275 103.130764  -0.416102  2.152790e+06  2.260993e+06  1.230096e+07 4.001 2
     84   2.105711 101.208709   0.154582 -1.233147e+07  7.490837e+06 -2.761614e+06 4.001 2
     85   1.598973 174.559999  -0.886566 -6.109712e+06  1.061569e+07  6.214022e+06 4.001 2
     86   1.977727 -102.181266   0.410027 -1.123397e+07 -2.590135e+06  6.127985e+06 4.001 2
     87   1.636551 -126.058000  -1.011518 -8.320252e+06 -4.915750e+06 -1.992444e+06 4.001 2
     88   1.917155 -55.882256  -0.279970 -6.320403e+06  6.819566e+06 -1.105808e+07 4.001 2
     89   2.391280 157.042571  -0.108148  4.071521e+06 -4.374086e+06 -1.216022e+07 4.001 2
     90   1.504590  27.763807   0.480260  7.176180e+06  7.570303e+05  5.849220e+06 4.001 2
     91   1.661256 -74.317945   0.401218  8.656546e+06 -7.134286e+06  9.185590e+06 4.001 2
     92   1.771500 -169.072531   0.377579  5.993308e+06 -3.300315e+06  9.866664e+06 4.001 2
     93   1.523693 -109.211743  -0.814777  1.100284e+07  1.439479e+06 -4.943467e+05 4.001 2
     94   1.525084 -24.373220   0.489504  6.213809e+06 -5.862430e+05  9.580850e+06 4.001 2
     95   2.225729 177.742795  -0.155785  2.929407e+06 -4.880903e+06 -1.176635e+07 4.001 2
     96   2.075678  49.317895   0.191734 -1.026077e+07 -9.428028e+06  6.382855e+06 4.001 2
     97   1.981155 161.274794  -0.797322 -4.661044e+06  1.206095e+07  3.462132e+06 4.001 2
     98   1.698728   5.153220  -0.656851  7.656950e+06  1.077231e+07  4.339547e+06 4.001 2
     99   1.463503 -169.474099   0.861543  2.785526e+06  5.129458e+06 -1.189355e+07 4.001 2
    100   2.182873 -168.052394  -0.256959 -4.418919e+06 -3.578305e+06 -1.205968e+07 4.001 2
    101   1.490462 172.373767  -0.277783  6.651422e+06 -1.104096e+07 -5.639445e+06 4.001 2
    102   1.462243   0.348774  -0.828095  8.606848e+06  6.479513e+06 -7.353077e+06 4.001 2
    103   1.663006 -139.137847   0.543111  1.130084e+07  1.182627e+07 -4.595298e+06 4.001 2
    104   1.637360 -57.944272   0.438809  1.217476e+06 -8.566091e+05  1.292315e+07 4.001 2
    105   1.387510 120.589398   0.205583 -6.698260e+06  9.760487e+06 -7.664478e+06 4.001 2
    106   2.191360   5.998677  -0.339653  4.775988e+06  7.048667e+06  1.037539e+07 4.001 2
    107   1.801818 -159.121533  -0.931908 -8.704214e+06 -1.290544e+07  1.488879e+06 4.001 2
    108   1.724569  73.285486  -0.741911  7.058221e+06  5.713465e+06 -1.068588e+07 4.001 2
    109   1.922154  25.966645  -0.879076  1.231915e+05 -2.552828e+06  1.225986e+07 4.001 2
    110   1.939351 -122.815732   0.185347  9.280682e+06  9.779103e+06  8.505387e+06 4.001 2
    111   1.982423 126.840272  -0.492889 -1.289305e+07  1.257856e+07  1.423357e+06 4.001 2
    112   1.857673 -144.367822   0.206449 -1.297761e+07 -1.232720e+07 -5.975556e+05 4.001 2
    113   2.146208  75.743590   0.446448  2.012860e+06 -9.505007e+04 -1.277862e+07 4.001 2
    114   2.060464 -91.842461  -0.544908 -6.137885e+06  6.687391e+06 -8.986338e+06 4.001 2
    115   1.487722 133.843576  -0.487121 -7.431527e+06  7.660845e+06 -8.918761e+06 4.001 2
    116   1.559532  95.847184  -0.646201 -4.838267e+06  8.337004e+06 -9.431111e+06 4.001 2
    117   2.223172  28.049998   0.409386 -3.556617e+06 -8.044139e+05  1.188750e+07 4.001 2
    118   1.373819  39.464665   0.203153 -6.833210e+06 -6.118345e+06  1.061736e+07 4.001 2
    119   2.148180 -137.164831  -0.252757 -2.239525e+06 -2.067601e+06 -1.260816e+07 4.001 2
    120   2.096484  97.357469  -0.311033 -8.220778e+06 -6.281981e+05 -9.660232e+06 4.001 2
    121   1.432513  53.451144   0.229521 -1.225223e+07 -1.124867e+07  4.001296e+06 4.001 2
    122   1.809950  -3.988599   0.838068  6.819862e+06  2.659043e+06 -1.044143e+07 4.001 2
    123   2.011567 -91.767439  -0.507470 -1.069894e+07  6.192273e+06  2.682063e+06 4.001 2
    124   2.267665 -110.561598  -0.153787 -1.258843e+07 -5.934039e+06 -7.927737e+05 4.001 2
    125   1.886601 -106.981409   0.846835 -4.572723e+06 -4.747628e+05  1.189920e+07 4.001 2
    126   1.418750  38.378070   0.364801  1.286273e+07  1.258618e+07 -1.804742e+06 4.001 2
    127   2.146510 -172.801918   0.270911  1.126807e+06  4.466216e+06  1.220006e+07 4.001 2
    128   1.775965 -96.320484   0.810106 -9.974493e+06 -8.575301e+06  5.136061e+06 4.001 2
    129   2.111452 -86.367071  -0.677079  2.320094e+06 -9.150232e+06  9.148109e+06 4.001 2
    130   1.828925 -147.387178  -0.303028 -3.842971e+06 -5.231151e+06  1.169367e+07 4.001 2
    131   2.149892  11.700838   0.346936 -1.097170e+06  5.375341e+06 -1.129121e+07 4.001 2
    132   1.770351  89.270760   0.681789 -1.883953e+06 -7.822014e+06 -1.023544e+07 4.001 2
    133   2.201144 107.740995  -0.345782  1.182109e+07 -7.787240e+06 -5.268614e+06 4.001 2
    134   1.505708  92.005014   0.024064  9.545722e+06 -8.112001e+06  4.687823e+06 4.001 2
    135   1.546079  11.607205  -0.260299  1.214497e+07  1.016190e+06  2.109939e+06 4.001 2
    136   2.110078 -78.273158   0.030912 -1.241618e+07  5.864548e+06 -3.689909e+06 4.001 2
    137   1.810750  67.580820  -0.735690  3.359269e+06 -4.646100e+05  1.189704e+07 4.001 2
    138   1.951037 103.204183   0.290753  1.222974e+07 -9.360771e+06  2.300565e+05 4.001 2
    139   1.821994  15.715826   0.670234  6.753650e+06 -2.521054e+06 -8.545166e+06 4.001 2
    140   1.361844 -49.287750  -0.055225 -1.204448e+07  1.238474e+07 -3.684477e+06 4.001 2
    141   2.023256  59.360355  -0.569881  1.164920e+07  1.284294e+07  1.789286e+06 4.001 2
    142   1.492650 -177.443473   0.654002 -4.794085e+06  8.181051e+06 -8.432635e+06 4.001 2
    143   1.523149 173.743339  -0.909201  9.296683e+06 -9.192104e+06  5.319923e+06 4.001 2
    144   2.174187 -112.648390   0.581690  3.102011e+05 -6.118032e+04  1.298200e+07 4.001 2
    145   2.310173 179.030855   0.058889  1.983811e+06  2.582779e+06 -1.256278e+07 4.001 2
    146   2.073125 -178.985720   0.138575 -1.784010e+06  2.056007e+06  1.269290e+07 4.001 2
    147   1.736917  50.596141   0.806611  9.796972e+06  1.048698e+07 -7.240477e+06 4.001 2
    148   2.170651 168.304256  -0.433062  5.100229e+06 -1.565159e+06 -1.193841e+07 4.001 2
    149   2.193282 -59.031821   0.064835 -1.275186e+07  1.090945e+07  2.376314e+06 4.001 2
    150   2.099724  34.276876   0.689918  1.239555e+07  1.293440e+07 -7.336494e+05 4.001 2
    151   1.498507 -141.997201  -0.022741  8.473413e+06  7.062221e+06  8.601900e+06 4.001 2
    152   1.592162 -178.701188  -0.638531 -2.654001e+06 -1.831363e+06 -1.260203e+07 4.001 2
    153   2.043062  36.283499   0.722207 -1.046186e+07 -9.788396e+06  7.676166e+06 4.001 2
    154   1.691077  99.966621   0.675440 -1.256779e+07  6.720073e+06  2.031783e+06 4.001 2
    155   1.900025  -7.233645  -0.319721 -5.861566e+06  2.232156e+06  1.156729e+07 4.001 2
    156   1.371791  83.256632   0.247902  7.968671e+06 -8.105554e+06  5.448958e+05 4.001 2
    157   1.708758 -67.228495  -0.785021 -1.183656e+07  1.155599e+07 -3.000095e+06 4.001 2
    158   1.654770 135.659217  -0.824645  1.062167e+07 -1.047267e+07 -3.949368e+06 4.001 2
    159   1.824093 157.041284  -0.451053  4.944461e+06 -6.989121e+06  1.095121e+07 4.001 2
    160   1.808080 -82.783424  -0.382002 -5.565514e+06 -3.095678e+06 -1.078825e+07 4.001 2
    161   2.242617 -69.436401  -0.184548 -7.959436e+06  4.255702e+06  1.018554e+07 4.001 2
    162   1.534755  45.705787   0.819074 -7.457560e+06 -7.488670e+06 -1.055169e+07 4.001 2
    163   1.782149   6.930436   0.962458  3.989931e+06  2.120728e+06 -1.230568e+07 4.001 2
    164   1.426092  59.810882   0.818383 -7.224667e+06 -7.716148e+06 -1.039980e+07 4.001 2
    165   2.233181 164.093476   0.321214  1.259858e+07 -7.073306e+06  3.131471e+06 4.001 2
    166   2.053383 131.779730  -0.340039  1.860702e+05 -1.238491e+06 -8.973963e+06 4.001 2
    167   2.266832  83.218719   0.151271  1.137346e+07  4.411927e+06  6.017627e+06 4.001 2
    168   2.102239  59.074181   0.477109 -3.064823e+06 -1.083403e+06 -1.214985e+07 4.001 2
    169   2.046729 104.606032   0.535433 -9.396710e+06  3.250386e+06  8.840194e+06 4.001 2
    170   1.811304 -26.602469  -0.428673 -6.144861e+05 -6.053283e+06 -6.999346e+06 4.001 2
    171   2.233709 154.273926   0.147743  7.997676e+06 -7.188386e+06  1.012828e+07 4.001 2
    172   1.400581 -140.416517   0.537444  2.585838e+06  7.312527e+05  8.337390e+06 4.001 2
    173   1.436454 -59.300074  -0.633316 -4.865253e+06 -3.252130e+05 -7.273504e+06 4.001 2
    174   1.718858  94.454004   0.442996 -1.237917e+07  3.256082e+06 -3.702377e+06 4.001 2
    175   1.663949   1.236915   0.888457  5.832579e+06 -2.254941e+06  1.133466e+07 4.001 2
    176   1.574455 -79.681665  -0.819701  7.233350e+06  3.199008e+05 -1.034734e+07 4.001 2
    177   1.710795  40.544057  -0.404091 -3.680039e+06 -4.748458e+06 -1.018049e+07 4.001 2
    178   2.221448 -75.491372   0.020152 -1.025398e+07  2.382407e+06 -7.406904e+06 4.001 2
    179   1.844856 168.144635  -0.753247  1.071150e+07 -9.662773e+06  4.454120e+06 4.001 2
    180   1.987289 -58.151140   0.184496  4.396240e+06 -6.952223e+05  9.787878e+06 4.001 2
    181   1.724019 103.489544   0.515646  6.748745e+06 -1.845484e+06 -1.101730e+07 4.001 2
    182   2.015454 -66.355097  -0.230313 -1.817736e+06  9.275199e+05 -1.285000e+07 4.001 2
    183   2.342754 -97.579239  -0.262084  1.010992e+07  8.955861e+06 -4.879533e+06 4.001 2
    184   2.397033  67.840370  -0.113369  1.098884e+07  1.212140e+07 -3.074581e+06 4.001 2
    185   1.619587 -100.205612   0.680292  4.096113e+06 -3.417763e+06 -1.119248e+07 4.001 2
    186   1.764333 -55.945668   0.179717 -3.888388e+06  2.723492e+06  1.216722e+07 4.001 2
    187   1.789334 -15.317309   0.419556 -1.171361e+07  4.731278e+06  5.432450e+06 4.001 2
    188   1.686670 -55.278142  -0.847075 -7.458113e+06  9.425700e+06 -8.048516e+06 4.001 2
    189   1.415385 -81.593046   0.521604  7.646424e+06 -4.314006e+06 -1.027124e+07 4.001 2
    190   1.655534 -173.840193   0.742739  6.079152e+06  4.867768e+06 -1.088461e+07 4.001 2
    191   2.124692  13.212103  -0.027807 -3.832045e+06 -1.132172e+07  6.228400e+06 4.001 2
    192   2.009037 -62.793266   0.826890  3.297260e+04 -1.062597e+06 -1.286933e+07 4.001 2
    193   2.007667 109.073512   0.575033 -1.059867e+07  3.835069e+06 -6.675996e+06 4.001 2
    194   1.685692 -82.238281  -0.220714 -8.644925e+06  5.180844e+06  9.230336e+06 4.001 2
    195   1.852928 -101.650975  -0.624329  1.290860e+07  6.226705e+06 -8.177591e+05 4.001 2
    196   2.222416  33.033563   0.384683 -2.826722e+06  2.524263e+06 -1.500805e+06 4.001 2
    197   1.358680 -152.698334   0.124393  9.229527e+06  4.778217e+06 -7.819258e+06 4.001 2
    198   1.875220 155.221490  -0.581369 -6.229528e+06  4.644660e+06  1.139999e+07 4.001 2
    199   1.798130  -6.471694   0.124143  3.465957e+06 -1.176948e+07  5.435386e+06 4.001 2
    200   2.144023  45.669007  -0.308209 -1.029702e+07 -1.028636e+07 -7.914981e+06 4.001 2
    201   1.647898 129.337812  -0.144641 -6.586413e+06  6.622619e+06 -1.116722e+07 4.001 2
    202   1.718756 -137.005877  -0.759177  7.911502e+06  8.527402e+06 -4.872424e+06 4.001 2
    203   1.920287 123.389730  -0.059186  8.428778e+06 -7.448604e+06  9.857766e+06 4.001 2
    204   2.218937 141.289109  -0.594639 -8.316322e+05 -1.715163e+06  5.784893e+06 4.001 2
    205   2.286520 153.912787  -0.365080 -1.058106e+07  6.064570e+06  6.545771e+06 4.001 2
    206   1.628656 -145.264883  -0.878568  9.922264e+05 -3.882172e+05  1.239726e+07 4.001 2
    207   1.562508  82.069451   0.272845  7.080093e+06 -2.895285e+06 -9.666727e+06 4.001 2
    208   2.131031 129.512602   0.355852 -9.316579e+06  9.270106e+06 -9.031416e+06 4.001 2
    209   1.581885  96.122351   0.438860 -9.784604e+06  4.465616e+06 -8.189449e+06 4.001 2
    210   1.807838 144.547495  -0.272663 -1.257797e+07  1.221957e+07 -3.089189e+06 4.001 2
    211   1.694028  43.222412   0.546128  9.944636e+06  1.002431e+07  8.206932e+06 4.001 2
    212   2.097587 133.808129  -0.543117  9.865239e+06 -1.020620e+07 -9.246467e+05 4.001 2
    213   1.919738  49.106652   0.560614  4.051615e+06  4.030220e+06 -1.234315e+07 4.001 2
    214   1.938299 120.527071   0.853898 -1.117746e+07  8.675387e+06  6.215583e+06 4.001 2
    215   1.994969  16.576953   0.019405 -8.371725e+06 -4.300587e+06 -9.929396e+06 4.001 2
    216   2.392974 -16.297298   0.231867  1.255402e+07 -4.113092e+06 -1.137816e+06 4.001 2
    217   1.349061 -126.055158   0.280385 -1.005297e+07 -7.097780e+06  1.765908e+06 4.001 2
    218   2.054640 -92.457009  -0.117671 -1.015812e+07 -4.005714e+05  8.085744e+06 4.001 2
    219   2.245024 -153.413137  -0.258480  3.547940e+06  8.995764e+06  7.122243e+06 4.001 2
    220   1.696985 154.030999  -0.265272  1.032066e+07 -9.069963e+06  7.741314e+06 4.001 2
    221   1.973402 -147.276106  -0.689119  1.287136e+06 -2.575900e+06  9.264472e+06 4.001 2
    222   2.205628 -33.421542  -0.173427  7.095729e+06 -3.587634e+06  7.917284e+06 4.001 2
    223   1.833094 -38.306265  -0.744390 -1.137800e+07  9.647567e+06  1.284486e+06 4.001 2
    224   1.770716 -119.587989  -0.022736  1.049717e+07  7.195168e+06  6.781827e+06 4.001 2
    225   2.084031 -38.379751  -0.486868 -8.781117e+06  9.471172e+06 -8.684692e+06 4.001 2
    226   2.075768 -23.698099   0.211609  1.284203e+07 -8.470500e+06  1.329275e+06 4.001 2
    227   1.884344 -30.455202  -0.494741  2.920231e+06 -1.939136e+06  1.259653e+07 4.001 2
    228   1.556444 -83.598346  -0.156406  6.950592e+06 -2.628985e+06 -1.091932e+07 4.001 2
    229   1.922803 112.018188  -0.269875  1.291259e+07 -9.788158e+06 -8.812872e+05 4.001 2
    230   1.982776  48.074446   0.341757  1.292599e+07  1.290007e+07 -1.225974e+06 4.001 2
    231   1.541616 -107.887539   0.506020  1.307472e+06  3.191551e+06 -1.257494e+07 4.001 2
    232   1.988304  86.268722  -0.129089 -4.641777e+06 -9.332839e+06  8.350009e+06 4.001 2
    233   1.916841 127.114867   0.726841 -2.955949e+06  2.491073e+06 -1.258405e+07 4.001 2
    234   2.126063 161.022152  -0.419437  7.818526e+06 -4.416493e+06 -1.036397e+07 4.001 2
    235   1.360413 111.662786  -0.121095 -4.318553e+06 -2.074956e+05 -1.145175e+07 4.001 2
    236   1.993227 -129.074718  -0.423745 -2.886453e+06 -4.314832e+06  1.038370e+07 4.001 2
    237   1.299574 -168.397487   0.180070 -9.617651e+06 -1.170707e+07 -1.442806e+06 4.001 2
    238   1.862505  29.189015   0.226870  8.906219e+06  8.768056e+06  9.185155e+06 4.001 2
    239   1.637225 -104.211383   0.076253  1.143446e+07  1.036344e+07 -2.594854e+06 4.001 2
    240   1.949285 -144.296665  -0.846752  4.282396e+06  6.266753e+06  1.012428e+07 4.001 2
    241   1.332431 -72.783142  -0.008474  5.729465e+06 -1.080111e+07 -7.205191e+06 4.001 2
    242   2.179014 -146.739139   0.412323  1.178544e+07  1.018119e+07 -5.234806e+06 4.001 2
    243   1.848988 -51.609487  -0.527432 -1.248327e+07  1.230633e+07 -3.536138e+06 4.001 2
    244   2.042441 -64.947657   0.306529  7.616843e+06 -7.226654e+06  1.030164e+07 4.001 2
    245   1.502203 -81.316924  -0.299507  1.240112e+07 -4.539139e+05  1.850189e+06 4.001 2
    246   1.755339 -52.005727  -0.185545  2.041969e+06 -8.808069e+05 -1.199844e+07 4.001 2
    247   1.416915 -105.975473  -0.011498  4.456291e+06  5.135970e+06  1.175641e+07 4.001 2
    248   1.518293  19.738914  -0.515929  4.893950e+06 -4.296785e+06  7.260877e+06 4.001 2
    249   1.399056 160.332647   0.486455  4.928326e+06  1.141772e+06 -1.068108e+07 4.001 2
    250   1.994376 -169.166442  -0.749804  9.430207e+06  3.479363e+06  8.936442e+06 4.001 2
    251   2.296773 160.845128  -0.092137  1.143552e+07 -5.580251e+06  5.858378e+06 4.001 2
    252   1.752734  -0.031742   0.842140 -9.853384e+05 -6.677639e+06 -1.110011e+07 4.001 2
    253   2.316000  51.901948  -0.406328 -9.908287e+06 -1.160659e+07  1.199544e+06 4.001 2
    254   2.371419  32.458221   0.033298 -7.509564e+05  3.823189e+06  7.442185e+06 4.001 2
    255   1.717652 176.213343  -0.468302 -4.535494e+06  7.421466e+06  1.004151e+07 4.001 2
    256   2.107063   3.565136  -0.635324  4.506521e+06 -2.315343e+06  1.183582e+07 4.001 2
    257   1.931905  66.908963   0.717591  1.220958e+07  1.094787e+07  3.190357e+06 4.001 2
    258   1.978675 -88.885693  -0.036958 -3.488180e+06 -3.777262e+06  1.188644e+07 4.001 2
    259   2.012227 -26.532093   0.546044 -1.229585e+07  9.734983e+06 -4.192463e+06 4.001 2
    260   1.457575 133.576607   0.651504  6.106801e+06 -5.881854e+06  1.059874e+07 4.001 2
    261   1.527147 -43.636497   0.302093 -1.298317e+07  1.296067e+07  4.462479e+05 4.001 2
    262   1.607689   2.638532   0.763545  7.493065e+06  7.817857e+06  7.835229e+06 4.001 2
    263   1.532717 -17.378249  -0.280304  1.241113e+07 -4.063452e+06  1.145628e+06 4.001 2
    264   1.509001 101.218449  -0.095956 -8.638344e+05  2.843829e+06 -1.267454e+07 4.001 2
    265   1.707621  60.824161   0.032406  1.737534e+06  1.784257e+05 -1.263426e+07 4.001 2
    266   1.864396 164.288635   0.719980 -7.845093e+06  6.625124e+06  9.920573e+06 4.001 2
    267   1.440080 -164.098266   0.602927  1.164093e+07  1.399609e+06 -1.494210e+06 4.001 2
    268   2.308878 141.985218   0.417490  3.092548e+06 -5.268053e+06 -8.429116e+06 4.001 2
    269   2.154153  98.276131   0.029452 -8.811288e+05  1.411943e+06 -1.290526e+07 4.001 2
    270   1.617455 -163.162826   1.080489  3.035406e+06 -2.024318e+06 -1.182071e+07 4.001 2
    271   1.601748 160.459577   0.929899  7.003312e+06 -8.784786e+06 -9.383678e+06 4.001 2
    272   1.850932 114.801401   0.866341 -9.408636e+06  1.297160e+07 -8.797374e+02 4.001 2
    273   2.067079 -122.824996  -0.164789 -1.279836e+07 -1.257660e+07  2.174310e+05 4.001 2
    274   2.289278 161.533935  -0.258004  6.040227e+06  8.606504e+05 -1.003755e+07 4.001 2
    275   2.234630 -72.177478   0.369591 -8.063697e+05 -1.357996e+06 -1.277024e+07 4.001 2
