n r phi z vr vphi vz mass charge
    904   2.226951  -8.647395  -0.401566  9.371953e+06  5.781228e+06 -6.625354e+05 4.001 2
    905   1.524160  49.542734   0.012320  7.574746e+06  6.549495e+06  8.758388e+06 4.001 2
    906   1.694086 125.130210   0.678054 -1.288762e+07  1.165550e+07 -8.494675e+05 4.001 2
    907   2.110208 -102.283820   0.493068 -1.051511e+07 -2.072314e+06  7.199198e+06 4.001 2
    908   1.675178  72.395601   0.837198 -1.030309e+07 -1.140630e+07  4.228622e+06 4.001 2
    909   1.981507  64.963356  -0.134374  1.350380e+06 -6.119697e+06 -6.532517e+06 4.001 2
    910   1.493622 -97.890912  -0.816999 -1.149834e+07 -6.532979e+06 -4.904237e+06 4.001 2
    911   2.120846 -76.969086   0.554634 -1.021559e+07 -2.405553e+06  2.353880e+06 4.001 2
    912   2.347455 -145.729019   0.245933 -5.075264e+06 -2.588055e+06  1.043819e+07 4.001 2
    913   2.218068  36.285995   0.207196  3.729272e+06  4.313439e+06 -1.218691e+07 4.001 2
    914   1.760128  58.403678  -0.696055  6.267554e+06  7.237909e+06 -1.078051e+07 4.001 2
    915   1.446066  29.583555   0.828035 -6.452186e+06 -9.286245e+06  8.587254e+06 4.001 2
    916   2.044543 -33.271645  -0.665156  1.015558e+07 -7.640132e+06 -6.922484e+06 4.001 2
    917   2.031530 -123.782826   0.754413 -1.032473e+07 -1.057511e+07 -7.408035e+06 4.001 2
    918   1.893421  60.631941  -0.733725  5.141819e+06  5.409940e+06 -1.176976e+07 4.001 2
    919   1.953045  59.791003   0.609104  8.489789e+06  1.095190e+07 -6.667316e+06 4.001 2
    920   1.803210  13.299079   0.019608  2.681369e+06 -7.283940e+06 -8.459565e+06 4.001 2
    921   2.216415 113.249850   0.133546 -1.521976e+06  6.474610e+06 -1.027620e+07 4.001 2
    922   1.863932 -113.570547  -0.107135  7.441300e+06 -9.257473e+05 -5.042363e+06 4.001 2
    923   1.752607 -78.961296   0.680956  8.447683e+06  8.170857e+05 -8.880635e+06 4.001 2
    924   1.308448  88.790216  -0.208892 -7.798257e+04  4.014568e+06 -1.235357e+07 4.001 2
    925   2.085201 -114.911821  -0.109168 -9.946496e+06 -3.911602e+06  6.097080e+06 4.001 2
    926   2.130956 -139.923403  -0.535972  7.053473e+06  6.662917e+06 -1.078090e+07 4.001 2
    927   1.780077 144.890931   0.974895  7.272347e+06 -6.840057e+06  1.076576e+07 4.001 2
    928   1.747980 -167.828015   0.095818 -6.934454e+06 -1.565515e+05  1.057863e+07 4.001 2
    929   1.710450  12.356942   0.282243  3.249695e+04 -9.647183e+06 -7.462422e+06 4.001 2
    930   1.570395 -42.406806   0.939429 -1.322946e+06  1.333785e+06 -1.292309e+07 4.001 2
    931   1.314176 -81.254997   0.213777  7.869217e+06 -8.038040e+06 -8.454904e+06 4.001 2
    932   1.610833  80.150068   0.428382  1.170116e+07 -1.007177e+06  2.051952e+06 4.001 2
    933   2.102721 -162.650136   0.545833 -7.673091e+06 -8.650327e+06  9.098521e+06 4.001 2
    934   1.714295 100.173060  -0.676679  9.036720e+06 -1.097211e+06  9.075817e+06 4.001 2
    935   1.703034 -66.315768   0.827746 -1.360978e+06 -3.415854e+06 -1.115354e+07 4.001 2
    936   2.174744  71.997343  -0.460626 -8.046649e+06 -3.667023e+06 -1.011497e+07 4.001 2
    937   2.224405  63.046000   0.323602  8.191797e+06  7.790003e+06  9.886130e+06 4.001 2
    938   2.047935  51.878765   0.641608 -1.251911e+07 -1.173678e+07 -2.982385e+06 4.001 2
    939   1.826118  82.810852  -0.304940 -4.962353e+06 -1.633236e+06 -1.199969e+07 4.001 2
    940   1.482207  56.511526   0.932071 -8.045577e+06 -8.677576e+06  9.667759e+06 4.001 2
    941   2.005861 -144.320661  -0.124469  8.920875e+06  9.526742e+06  8.827223e+06 4.001 2
    942   2.288329 -35.041459  -0.057577  8.072596e+05 -4.805912e+06 -5.197103e+06 4.001 2
    943   1.731273  44.931110   0.127674 -8.124000e+05 -7.935776e+05 -1.033817e+07 4.001 2
    944   2.046423 101.943355  -0.297318  1.150412e+07 -9.744950e+06  2.344376e+06 4.001 2
    945   1.567489 -90.546023  -0.706928 -1.903162e+06 -7.962845e+06  1.011501e+07 4.001 2
    946   1.651094 -99.331794   1.060405  1.205183e+07  1.236744e+06  3.986836e+06 4.001 2
    947   2.194488 -118.363476  -0.305934 -6.843112e+06 -4.463779e+06 -1.080310e+07 4.001 2
    948   2.222447 -61.245432  -0.512548 -5.992132e+06  1.884390e+06 -9.902566e+06 4.001 2
    949   1.666185  81.726049  -0.561488  1.176141e+07  3.251301e+06  5.517927e+06 4.001 2
    950   2.314061 -50.667717   0.350396  9.031308e+06 -7.742726e+06 -7.429207e+06 4.001 2
    951   1.549671 -115.824244   0.924875  1.196854e+07  8.497139e+06  4.846739e+06 4.001 2
    952   2.086189 115.302569  -0.177618  1.200633e+07 -1.148068e+07  3.549023e+06 4.001 2
    953   2.179430 -150.901071  -0.403171  8.666539e+06  5.023168e+06  8.597950e+06 4.001 2
    954   1.439373 -113.486405   0.301218  1.259364e+07  9.016284e+06  3.179855e+06 4.001 2
    955   2.024598  97.271477   0.227355 -1.273599e+07  5.676139e+06  1.712990e+05 4.001 2
    956   1.480369 -26.880432  -0.491435 -1.570686e+04 -4.196794e+05  1.297126e+07 4.001 2
    957   1.587590 -108.274640  -0.792352 -2.144338e+06 -1.116910e+07 -3.544647e+06 4.001 2
    958   1.998311 -60.606240  -0.547881 -1.196247e+07  8.220251e+06 -3.260928e+06 4.001 2
    959   2.010500 -57.910924   0.240209 -9.138166e+06  6.845899e+06 -8.674519e+06 4.001 2
    960   1.810214  17.272320   0.084354 -9.524431e+05  3.163351e+04  1.293831e+07 4.001 2
    961   2.314072 -60.369603   0.123713  8.583156e+06 -4.558423e+06  8.043906e+06 4.001 2
    962   1.735867 -61.926765   0.525726 -1.246081e+07  9.519419e+06 -3.362049e+06 4.001 2
    963   2.260922 -176.613128  -0.059054  4.488305e+06 -8.814914e+06  7.752163e+06 4.001 2
    964   2.230641 -175.436288   0.365479 -7.329459e+06  9.274112e+06  1.824700e+06 4.001 2
    965   2.210341 101.128040  -0.125010  1.168661e+07 -2.113399e+06 -5.095756e+06 4.001 2
    966   2.386649 -93.628626  -0.117594  1.038808e+07  1.712451e+06  7.791905e+06 4.001 2
    967   1.556137 152.907169  -0.430577 -9.649279e+06  1.033878e+07  7.564540e+06 4.001 2
    968   1.697453 -53.462717  -0.480687 -8.766702e+06  6.328500e+06 -6.476041e+06 4.001 2
    969   1.855639 130.093575  -0.839179 -1.012013e+07  1.106438e+07 -5.029389e+06 4.001 2
    970   1.381252 -126.681998   0.124618  3.044579e+06  2.053542e+06 -1.226458e+07 4.001 2
    971   2.331725   3.186409  -0.006036  8.954590e+06  9.761750e+06  3.281865e+06 4.001 2
    972   2.295075  39.013889  -0.454094 -1.182403e+07 -1.114548e+07  4.985487e+06 4.001 2
    973   2.186215 163.267705   0.532352  4.756847e+06  4.219988e+06  8.881154e+06 4.001 2
    974   1.743508  -6.976471   1.012039 -5.947320e+05  7.691945e+06 -1.038928e+07 4.001 2
    975   1.853335  69.992835  -0.509619  3.884332e+06  2.703138e+06 -1.239470e+07 4.001 2
    976   2.247726  98.029556   0.551164 -9.553948e+06 -2.785637e+06  6.752773e+06 4.001 2
    977   2.012289 140.685869  -0.030953 -7.331145e+06  6.944949e+06  1.065520e+07 4.001 2
    978   2.295914 -71.395202  -0.388238  1.190303e+07 -5.555138e+06 -4.780240e+06 4.001 2
    979   2.167067   4.361678   0.601624 -1.056367e+07 -6.363474e+06  5.830394e+06 4.001 2
    980   1.765521  91.118885  -0.137880  1.148865e+07 -7.671234e+05 -6.057890e+06 4.001 2
    981   1.954141 104.328715  -0.026175 -4.913458e+06 -3.961457e+06  9.633802e+06 4.001 2
    982   1.866327 177.753454   0.557722 -9.505576e+06 -7.396920e+06  3.426114e+06 4.001 2
    983   1.570252 -162.581049  -1.055480  9.293914e+06  6.096998e+06 -9.027221e+06 4.001 2
    984   1.454730 -170.604241  -0.742401 -1.088885e+07 -1.019774e+07 -5.304338e+05 4.001 2
    985   2.124552 -86.880258   0.493111 -9.738828e+05 -1.269368e+07  1.433198e+06 4.001 2
    986   2.172852  56.139674  -0.171994  7.861505e+06  6.575955e+06  1.017789e+07 4.001 2
    987   1.392164 -83.681441   0.225517  1.028748e+07 -6.001129e+06 -6.941424e+06 4.001 2
    988   1.794550 -52.222452   0.339480 -9.793511e+06  7.375197e+06  1.189100e+06 4.001 2
    989   1.570202  65.328120  -0.672951 -1.002770e+07 -1.040694e+07  7.054748e+06 4.001 2
    990   1.576806 -128.940134  -0.546503 -1.733718e+06 -1.283440e+06  1.272553e+07 4.001 2
    991   1.931889 -87.176061  -0.699465 -4.914199e+06  5.643906e+06  1.085129e+07 4.001 2
    992   1.545242 -22.345357   0.311654  3.196935e+06 -7.788007e+06  9.891819e+06 4.001 2
    993   1.771734  94.604804  -0.814373  2.657931e+05  1.539910e+06 -1.288985e+07 4.001 2
    994   2.018563  95.560576   0.123106  5.861541e+06  8.674833e+06  5.879572e+06 4.001 2
    995   1.607442  88.676036   0.855863  1.063207e+07 -5.657316e+06 -4.226460e+06 4.001 2
    996   1.689704 -41.467337  -0.314407 -5.237410e+06  4.964066e+06  1.173679e+07 4.001 2
    997   1.560524  27.572762  -0.417931  1.175748e+07  8.124796e+06  4.841937e+06 4.001 2
    998   2.019309 -127.575521  -0.677300 -7.721565e+06 -6.251845e+06 -9.316906e+06 4.001 2
    999   2.283868 -150.401439   0.373705  9.199793e+06  3.383906e+06 -2.511595e+06 4.001 2
   1000   2.124347  45.232103   0.409208 -6.528851e+06 -6.514183e+06 -1.108964e+07 4.001 2
   1001   1.982754 175.028962  -0.088156 -9.811767e+06  3.235268e+06  8.370760e+06 4.001 2
   1002   1.616351  78.749728  -0.964084  6.603803e+06  3.507721e+05  1.093750e+07 4.001 2
   1003   1.547383 139.655642  -0.021370  3.581329e+06 -5.543210e+06  1.333310e+06 4.001 2
   1004   1.539454 -161.598455   1.024109  4.729359e+05  6.715502e+06  1.019964e+07 4.001 2
   1005   2.126302 -43.338918  -0.124161  1.629998e+06 -1.538033e+06  1.279692e+07 4.001 2
   1006   2.143589 -88.140669  -0.660257  1.184597e+07  4.539945e+06  4.065537e+05 4.001 2
   1007   2.012837 -18.333184   0.027103  9.500483e+06 -8.652822e+06  8.045587e+06 4.001 2
   1008   1.812026  36.330401   0.320576  1.163138e+07  1.169729e+07  5.433331e+06 4.001 2
   1009   1.635615 155.552513   0.731170 -1.008139e+07  2.642003e+06 -3.219545e+06 4.001 2
   1010   1.872164 -155.241763  -0.660331 -5.546758e+06 -3.351544e+06 -1.167209e+07 4.001 2
   1011   1.710169 -111.506362   0.689024 -1.114120e+07 -1.248601e+07 -1.132104e+05 4.001 2
   1012   1.381926 127.434867  -0.436706 -2.115368e+06  1.150578e+06  1.235513e+07 4.001 2
   1013   2.304769  74.974509  -0.448523 -4.054116e+06  5.765892e+06  8.439859e+06 4.001 2
   1014   1.998404 -66.838269   0.367180  1.289686e+07 -1.036938e+07 -4.294686e+05 4.001 2
   1015   1.298806  71.643073   0.277833 -1.281061e+07 -6.537543e+06  1.649814e+06 4.001 2
   1016   1.434326  41.875979  -0.400594 -7.218579e+06 -8.045692e+06  7.264963e+06 4.001 2
   1017   1.392457  37.720737  -0.003679  1.738887e+06  4.211586e+06  8.036203e+06 4.001 2
   1018   1.558063 131.352543  -0.372128 -6.555019e+06  5.840557e+06 -9.934195e+06 4.001 2
   1019   2.063363 -150.727346   0.357771  5.247344e+06  2.394014e+06 -1.119515e+07 4.001 2
   1020   1.678570 -97.325551   0.620743 -5.676418e+06 -7.579699e+06 -9.810147e+06 4.001 2
   1021   1.388955 -176.131283   0.127455 -8.579484e+06 -2.773061e+06 -9.618477e+06 4.001 2
   1022   1.646834  80.829975   0.696069 -6.973462e+06  2.577058e+06 -9.741288e+06 4.001 2
   1023   1.695497 137.287556   0.482021  1.162798e+07 -1.183488e+07  4.921974e+06 4.001 2
   1024   1.619695 -153.035002   0.199948 -4.736089e+06 -6.236937e+06  1.138511e+07 4.001 2
   1025   2.072926  -8.175946   0.707994 -9.774748e+05  1.239922e+06  1.291598e+07 4.001 2
   1026   1.551716 -80.463263  -0.131953 -1.155013e+07 -1.589075e+06 -1.782613e+06 4.001 2
   1027   1.882653 132.223153  -0.597218 -1.143429e+07  1.169844e+07 -5.221214e+06 4.001 2
   1028   2.125097  12.023433   0.431267 -1.254158e+07 -7.223034e+06  2.479147e+06 4.001 2
   1029   2.111047 -27.769242   0.605575 -1.194798e+07  8.413766e+06 -4.425123e+06 4.001 2
   1030   2.176840 -108.729843  -0.523842 -2.394223e+05  2.763826e+06  1.246183e+07 4.001 2
   1031   1.585040 178.474519  -0.423355  5.687717e+06  9.482809e+06 -6.356886e+06 4.001 2
   1032   1.597927 -42.325192   0.739942 -4.072371e+05  3.096443e+05  1.294476e+07 4.001 2
   1033   1.336023  58.410109  -0.210683  2.164080e+06  8.228253e+05 -1.257259e+07 4.001 2
   1034   1.732290 -146.624759  -0.691429 -2.132361e+06 -4.477234e+06  1.111530e+07 4.001 2
   1035   2.148017 -96.162825   0.062190  6.011144e+06  2.887298e+06 -1.139995e+07 4.001 2
   1036   2.223129  72.533909   0.380222  9.757038e+06  1.018871e+07  6.487099e+06 4.001 2
   1037   2.064532  42.727371   0.664163 -7.509860e+06 -6.972127e+06 -8.384670e+06 4.001 2
   1038   1.718275 121.086247  -0.859016  6.767185e+06 -4.859218e+06 -1.082507e+07 4.001 2
   1039   1.952795 -66.942329   0.861439  2.183376e+06  1.552043e+06 -1.198710e+07 4.001 2
   1040   1.686778 -14.775768   0.816281 -1.762491e+06  9.699319e+06  7.915160e+06 4.001 2
   1041   1.407451 144.214021  -0.054605 -2.258783e+06 -8.374118e+05 -8.648497e+06 4.001 2
   1042   1.874394 -175.989255  -0.425964  1.123920e+07  2.683285e+06 -6.418842e+06 4.001 2
   1043   2.064907 169.446115  -0.323064  6.302643e+06 -3.879197e+06  1.122894e+07 4.001 2
   1044   1.502342 -107.651609  -0.481632 -7.919527e+05 -7.785832e+06 -9.355824e+06 4.001 2
   1045   1.364077 178.213689  -0.360663 -2.016593e+06 -5.487357e+06 -1.153661e+07 4.001 2
   1046   1.741602 -164.165110  -0.795165 -1.773816e+06 -4.830719e+05 -1.285943e+07 4.001 2
   1047   1.748261 -30.206160  -0.562766  1.251843e+07 -1.210432e+07  2.447394e+06 4.001 2
   1048   1.790614  31.104646   0.810380 -7.941847e+06 -5.775462e+06  9.925931e+06 4.001 2
   1049   1.520656 -13.525519   0.402550 -1.434763e+06 -6.033474e+06 -1.050577e+07 4.001 2
   1050   1.991082 -74.271966   0.082482 -8.725939e+06  5.849557e+06  9.504667e+06 4.001 2
   1051   1.777258 104.221907  -0.141387  1.190759e+07 -7.370713e+06 -4.823244e+06 4.001 2
   1052   1.856430  13.554803  -0.811143  1.907276e+06 -7.112378e+06 -9.206024e+06 4.001 2
   1053   2.221101 -68.503301  -0.157045  4.673563e+06 -7.969068e+06 -1.020790e+07 4.001 2
   1054   1.881955 -104.090894   0.677795  9.357067e+06  9.144833e+05 -8.088646e+06 4.001 2
   1055   2.318465 -109.927239   0.355781  3.276161e+06  1.022056e+07 -6.793000e+06 4.001 2
   1056   2.174497 -22.748018   0.184761  1.260810e+07 -1.002394e+07 -2.767276e+06 4.001 2
   1057   2.205013  -7.703247   0.375986  1.266322e+07 -1.125752e+06  1.743732e+06 4.001 2
   1058   1.570926 -99.197128  -0.281344  1.132301e+07  3.457459e+06 -6.368937e+06 4.001 2
   1059   2.198822 156.385943  -0.291147  1.296736e+07 -9.809811e+06  6.728615e+05 4.001 2
   1060   1.470039  12.533978   0.375388 -1.094706e+07 -1.067768e+07  2.120087e+06 4.001 2
   1061   1.929401 -179.036280  -0.240677 -1.089388e+07  3.018507e+06  6.216239e+06 4.001 2
   1062   1.626865 121.373314  -0.906570 -1.044413e+07  1.091433e+07  6.858935e+06 4.001 2
   1063   1.575202  98.218548  -0.702618 -4.343644e+06 -1.051381e+07 -1.545972e+05 4.001 2
   1064   1.503222 -115.563495  -0.776228  1.832227e+06  4.488670e+06  1.190061e+07 4.001 2
   1065   1.704140 -144.118145   0.057066  9.495428e+06  1.144269e+07 -4.314671e+06 4.001 2
   1066   1.626072 -29.563920   0.211848 -7.338056e+06  1.035452e+07 -7.242606e+06 4.001 2
   1067   2.099458   6.287567  -0.394383  9.196566e+06 -9.050692e+05  8.679789e+06 4.001 2
   1068   2.120886 -178.338160  -0.425150 -9.408170e+06  2.097235e+04 -8.941656e+06 4.001 2
   1069   1.507082  -0.623818  -0.794503 -4.632325e+06 -6.871748e+06 -9.934285e+06 4.001 2
   1070   2.277065 178.305555   0.201288  1.132372e+07  5.548333e+06  1.329159e+06 4.001 2
   1071   2.249883 -35.009915  -0.402274  5.792233e+06 -6.178161e+06 -1.142880e+07 4.001 2
   1072   1.964773  50.326239   0.377044 -6.617899e+06 -8.472533e+06 -3.401188e+06 4.001 2
   1073   1.609513 -47.396174  -1.060520 -1.043899e+07  9.831848e+06 -3.627767e+06 4.001 2
   1074   1.904524 -72.884920  -0.367397 -1.226505e+07  9.324234e+06 -3.123316e+06 4.001 2
   1075   1.877197 -126.766882   0.650199 -7.214575e+06 -8.174532e+06  9.854373e+06 4.001 2
   1076   1.738509  26.228204   0.952729  5.172236e+06  6.141374e+06  1.143789e+07 4.001 2
   1077   2.176366 -171.462655  -0.617834 -9.707989e+06  1.234778e+06  7.502013e+06 4.001 2
   1078   1.852018 -110.286597   0.383964 -7.399281e+06 -4.314440e+06  1.065876e+07 4.001 2
   1079   2.320079 -171.874605  -0.176219  8.569511e+06  1.144437e+07  2.562107e+06 4.001 2
   1080   1.953842 -93.316686   0.014130  5.348891e+06 -6.517160e+06 -9.411740e+06 4.001 2
   1081   1.932214 -19.237617  -0.491628 -3.051306e+06  8.698805e+06  9.166539e+06 4.001 2
   1082   1.939339 -175.158634   0.791886  1.052790e+07 -3.831963e+06 -5.064411e+06 4.001 2
   1083   2.230929 115.905360   0.439281 -1.215515e+07  1.047996e+07  4.335468e+06 4.001 2
   1084   1.368310 -111.425739   0.586671  7.995127e+06  4.229871e+06  1.010710e+07 4.001 2
   1085   1.456225 129.236794  -0.030875  8.718892e+06 -9.099885e+06  9.219775e+06 4.001 2
   1086   2.063108 -61.480558  -0.514313 -6.350903e+06  9.215765e+06 -8.798353e+06 4.001 2
   1087   2.167816  -2.530438  -0.239862 -6.193094e+06 -2.720560e+06  1.093975e+07 4.001 2
   1088   1.442651   2.418204  -0.339608 -7.333908e+06  7.105190e+06  7.410990e+06 4.001 2
   1089   2.072911  64.304496   0.206645 -6.647300e+06 -1.029078e+07  7.609008e+06 4.001 2
   1090   1.882184 165.106256   0.740251  7.544290e+06  2.637099e+06  7.599108e+06 4.001 2
   1091   1.632181  31.250989   0.355444  1.966269e+06  1.821128e+06  1.284114e+07 4.001 2
   1092   1.803907 119.885816  -0.696396 -4.849683e+06  9.294336e+06 -6.518053e+06 4.001 2
   1093   1.879679 -55.479585  -0.850702 -3.456197e+06  6.134551e+06  9.528703e+06 4.001 2
   1094   2.191304  48.163825  -0.530381  6.492234e+06  5.833331e+06  9.749898e+06 4.001 2
   1095   1.466766 -74.556331   0.190109  1.292764e+07 -7.610866e+06  6.129626e+05 4.001 2
   1096   2.182416 157.986850   0.156349 -5.372998e+06 -3.523960e+06 -6.166154e+06 4.001 2
   1097   1.722883 -54.226162   0.756370  2.341221e+05 -2.965079e+06 -9.676289e+06 4.001 2
   1098   2.239531 134.480551  -0.198350  5.522897e+06 -5.376025e+06 -8.571853e+06 4.001 2
   1099   1.562049 -83.942031   0.149293 -1.012023e+07 -5.549677e+06 -2.183698e+06 4.001 2
   1100   1.557159 -65.561245  -0.738353  1.215755e+07 -8.947011e+06 -4.569410e+06 4.001 2
   1101   1.635197  35.481664  -0.611003 -9.146557e+06 -6.112602e+06 -4.978627e+06 4.001 2
   1102   2.204635   0.109634  -0.276915  8.200441e+06 -1.123163e+06  1.001042e+07 4.001 2
   1103   1.529927 -89.555751  -0.960856 -2.885167e+06  3.527834e+06 -1.217907e+07 4.001 2
   1104   1.539124 -24.888160   0.872105 -1.986322e+06 -1.934960e+06 -1.167372e+07 4.001 2
   1105   2.215310  96.523285  -0.468340  8.782115e+06 -6.799886e+06  8.198165e+06 4.001 2
   1106   2.171741  75.397573   0.008417 -1.043505e+07 -7.473046e+06  7.242600e+06 4.001 2
   1107   2.184413 135.483435   0.548718 -5.724984e+06  5.697013e+06  1.155092e+07 4.001 2
   1108   2.278716 -163.612249   0.065363  1.011050e+07  7.060585e+06  7.937428e+06 4.001 2
   1109   1.310378  45.943812   0.291456 -1.074604e+07 -1.084217e+07  6.612865e+06 4.001 2
   1110   1.780382  -5.041751   0.329602 -1.059058e+07 -5.551614e+06 -2.175803e+05 4.001 2
   1111   1.836458 -178.723055   0.499659  4.761994e+06 -9.309329e+06  7.434551e+06 4.001 2
   1112   1.672154  84.510962   1.033927 -1.184728e+07  2.098676e+06 -2.958553e+06 4.001 2
   1113   2.184501 -69.219844   0.062233 -1.083979e+07  4.759715e+06  6.381872e+06 4.001 2
   1114   2.040913 -117.182414  -0.056782 -9.122867e+06 -9.164158e+06 -8.748951e+06 4.001 2
   1115   1.598922 -61.468417   0.406691 -8.783471e+06  4.967966e+06 -8.490848e+06 4.001 2
   1116   2.155098 164.799377   0.391231  8.160547e+06 -4.101873e+06  1.010907e+07 4.001 2
   1117   1.474900  28.827675  -0.367346 -1.053177e+07 -6.592670e+06 -6.269616e+06 4.001 2
   1118   2.061365  20.763933   0.209864  4.005241e+06  9.449995e+06  8.388885e+06 4.001 2
   1119   1.866321 -145.418032   0.434803  8.330420e+06  6.339368e+06  9.102775e+06 4.001 2
   1120   1.895654 -43.390199  -0.737942  8.850615e+06 -8.734430e+06 -9.335047e+06 4.001 2
   1121   1.778251 -82.163428   0.657850 -1.223876e+07 -8.807217e+05 -3.005724e+05 4.001 2
   1122   1.892681  98.988353   0.544563  1.047022e+06 -5.956278e+06  1.151606e+07 4.001 2
   1123   1.951778  52.426020  -0.524159 -1.095322e+07 -9.126839e+06 -4.043862e+06 4.001 2
   1124   2.277978  34.847805  -0.352859 -6.968294e+06 -4.587671e+06 -9.419655e+06 4.001 2
   1125   1.421982  -1.875391   0.297966  8.465518e+06 -4.956098e+06 -8.812501e+06 4.001 2
   1126   2.043105 -83.947443  -0.337927  1.092244e+07 -6.273365e+05 -6.826102e+06 4.001 2
   1127   2.188918 -120.906412  -0.606198 -1.232961e+07 -1.094821e+07  4.091502e+06 4.001 2
   1128   1.738554 -11.877748  -0.910062  7.237208e+06 -3.651192e+06 -1.075943e+07 4.001 2
   1129   2.079813 -74.869403   0.308498 -9.141408e+06 -1.086913e+06  6.463007e+06 4.001 2
   1130   1.902900 -99.352800  -0.851302 -1.278556e+07 -5.907664e+06 -1.295219e+06 4.001 2
   1131   2.244973 -59.591242   0.227983  1.269843e+07 -1.056245e+07  2.526437e+06 4.001 2
   1132   1.878666 -162.477680   0.078296 -1.243180e+07 -5.882655e+06 -3.447612e+06 4.001 2
   1133   1.798050  12.635888  -0.426411 -1.206679e+07 -4.496725e+06  4.759955e+06 4.001 2
   1134   2.200273 -11.427502  -0.036795 -5.179523e+06 -1.184185e+06  1.139881e+07 4.001 2
   1135   2.199822  16.175355   0.120442 -1.052476e+07 -3.808636e+06 -7.304833e+06 4.001 2
   1136   1.718118  36.677568   0.727262  7.702591e+06  7.263639e+06 -1.045439e+07 4.001 2
   1137   1.744754 143.138127   0.054398  1.165968e+07 -1.046042e+07 -5.100972e+06 4.001 2
   1138   2.352363 -12.358064   0.124072 -6.361102e+06 -2.412161e+06  9.856528e+06 4.001 2
   1139   1.743244 -19.746023  -0.706868  1.532568e+06 -7.442364e+06  9.808137e+06 4.001 2
   1140   1.832448 -15.982630  -0.655352  3.652483e+06  8.431899e+06  2.482712e+06 4.001 2
   1141   1.774350  61.696979   0.969978  1.055281e+07  8.358046e+06  7.533314e+06 4.001 2
   1142   2.214989 148.364349   0.162152 -2.658896e+06  6.098629e+06 -9.652396e+06 4.001 2
   1143   2.068052 -116.397255  -0.097535  6.152366e+06  9.649007e+06 -8.322241e+06 4.001 2
   1144   1.913374 -153.107580  -0.525580 -3.469656e+06  4.072274e+06 -4.634485e+06 4.001 2
   1145   2.404477 117.170775  -0.095832  7.385274e+06 -5.372637e+06 -1.063420e+07 4.001 2
   1146   1.628502 -70.086611   0.745394 -7.234853e+06  7.896088e+06  9.919691e+06 4.001 2
   1147   1.420501 -68.762716  -0.530902  1.010351e+07 -1.761483e+06  4.429988e+06 4.001 2
   1148   2.280255 -35.218115   0.099248  4.880316e+06 -6.330208e+06 -1.087332e+07 4.001 2
   1149   1.815689 100.664506   0.902097 -1.076640e+07  4.757707e+06 -7.215054e+06 4.001 2
   1150   1.820672 105.898025   0.496245  6.544516e+06 -1.131715e+07 -6.343716e+06 4.001 2
   1151   2.062574 -36.484580  -0.411303 -2.568647e+06 -9.062260e+05  5.514409e+06 4.001 2
   1152   1.587810 166.704811   0.814986 -2.363368e+06 -3.465916e+06 -1.173078e+07 4.001 2
   1153   1.432263  60.072848   0.095377  6.429501e+06  9.069907e+06  8.865730e+06 4.001 2
   1154   2.059960 -155.963629  -0.496994 -8.188102e+06 -1.227890e+07 -4.000931e+06 4.001 2
   1155   1.726765 -62.774057   0.678919  1.121325e+07 -1.267051e+07 -2.414182e+06 4.001 2
   1156   1.459777 -73.115558   0.277146 -1.031843e+07 -6.795606e+05  1.663570e+06 4.001 2
   1157   1.326578 174.089329   0.140876 -1.012611e+07 -2.145366e+06  6.903902e+06 4.001 2
   1158   1.370457  41.225206  -0.391630  7.953949e+06  7.641576e+06 -1.010400e+07 4.001 2
   1159   1.740459 -32.682841  -0.974985  1.866553e+06 -2.248310e+06  1.278880e+07 4.001 2
   1160   1.824595 -113.757956  -0.088418  2.136116e+06 -3.467543e+06  1.041514e+07 4.001 2
   1161   2.325348  99.735018   0.354728  1.099380e+07 -3.506384e+06 -6.920779e+06 4.001 2
   1162   2.230079 120.054786   0.008311  1.050566e+07 -7.927565e+06 -7.266852e+06 4.001 2
   1163   1.485058   4.171290  -0.299599 -1.203114e+07  2.767294e+06  1.798943e+06 4.001 2
   1164   2.100696 -87.395884  -0.137465 -1.043850e+07  4.823882e+06  6.684002e+06 4.001 2
   1165   1.537405 -111.204842   1.023095  1.105247e+07  1.134032e+07  4.350592e+06 4.001 2
   1166   2.055647  39.756143   0.596618 -5.997864e+06 -3.930610e+06  4.004188e+06 4.001 2
   1167   1.331935 -78.742399   0.067091  6.152293e+06 -6.937482e+05 -1.130047e+07 4.001 2
   1168   2.316120  52.254307   0.393905 -7.491489e+06 -7.966994e+06  1.022421e+07 4.001 2
   1169   1.761744   7.102835  -0.212825  9.798683e+05  5.954366e+06 -1.153637e+07 4.001 2
   1170   1.729843  38.392191  -0.336818 -9.580799e+06 -1.130165e+07 -1.548407e+06 4.001 2
   1171   1.892805 -107.206225  -0.754631 -8.013179e+06 -1.195498e+07 -4.852438e+06 4.001 2
   1172   2.162425 150.657059  -0.555538  1.293227e+07 -1.110261e+07 -1.238689e+06 4.001 2
   1173   1.527275 -165.569595  -1.029294  5.591376e+06 -2.864210e+06  9.857842e+06 4.001 2
   1174   1.691886 -102.779931   0.644239  1.104264e+07 -6.211481e+05  3.348233e+06 4.001 2
   1175   1.905921  65.862356  -0.046060 -5.600618e+06 -7.268866e+06 -1.076489e+07 4.001 2
