n r phi z vr vphi vz mass charge
   1329   2.198975 133.265126  -0.231586  1.273781e+07  2.831279e+00 -2.556748e+06 4.001 2
   1330   2.268036 158.851538  -0.517702  1.261448e+07  1.164687e-01  3.108641e+06 4.001 2
   1331   1.618408 -62.747668   1.012548  1.298994e+07  1.218277e+00 -2.243086e+05 4.001 2
   1332   2.020047 140.956343   0.073655  1.166748e+07 -1.223428e+00  5.714770e+06 4.001 2
   1333   1.594767  19.851741  -0.582479  1.069420e+07  5.380992e-01  7.377182e+06 4.001 2
   1334   2.316901 -66.587583   0.408224  4.856052e+06  1.842382e+00  1.205021e+07 4.001 2
   1335   2.070073 -74.770042  -0.122337  1.282423e+07 -1.731968e+00  2.080340e+06 4.001 2
   1336   1.986869 -94.294131  -0.074471  3.316001e+06 -5.428617e-01 -1.256157e+07 4.001 2
   1337   1.497417 -96.954930  -0.704679  1.221626e+07 -2.724008e+00  4.421745e+06 4.001 2
   1338   1.682482 -177.621479   0.143103  1.098737e+07 -2.707866e+00  6.932996e+06 4.001 2
   1339   1.803648 -45.251912   0.407829  1.295278e+07  1.944412e+00  1.007155e+06 4.001 2
   1340   1.805166  46.737650   0.031137  2.737293e+06  7.472153e-01 -1.270024e+07 4.001 2
   1341   1.661447 -36.570311   0.852265  1.291942e+07  1.885181e+00 -1.370139e+06 4.001 2
   1342   2.036291 -112.777013  -0.564679  9.188365e+06 -2.889766e+00 -9.184920e+06 4.001 2
   1343   1.972429  56.090590  -0.439096  1.262068e+07 -1.849492e+00 -3.083395e+06 4.001 2
   1344   2.112950 -62.884437   0.072251  5.102710e+06  2.752080e+00 -1.194785e+07 4.001 2
   1345   1.291919 -151.986896  -0.133638  1.037115e+07 -2.340599e+00 -7.824830e+06 4.001 2
   1346   1.528198 154.617937  -0.354058  1.298351e+07 -4.866062e-01  4.659863e+05 4.001 2
   1347   2.039944 -72.845745  -0.172853  1.283496e+07  2.018230e+00 -2.013084e+06 4.001 2
   1348   2.018548 -58.977741  -0.520634  1.035530e+07 -1.711704e+00 -7.845802e+06 4.001 2
   1349   1.988809 137.140483   0.085428  1.079740e+06  2.227311e-01  1.294693e+07 4.001 2
   1350   1.420980 128.687239  -0.704972  9.469238e+06  1.884223e+00  8.895074e+06 4.001 2
   1351   2.019520 129.221365  -0.806418  1.296658e+07  2.699769e+00 -8.103673e+05 4.001 2
   1352   1.984060 -113.524869   0.230727  1.133632e+07 -1.747873e+00 -6.346391e+06 4.001 2
   1353   1.955811 -71.369287  -0.663062  7.326690e+06  1.741026e+00 -1.072886e+07 4.001 2
   1354   2.089582 -134.250624   0.595983  4.795864e+06 -1.358386e+00  1.207429e+07 4.001 2
   1355   2.008610  44.375092  -0.557088  1.217082e+07 -2.308781e+00  4.545313e+06 4.001 2
   1356   1.701441 131.429283  -0.615901  1.138209e+07  2.870440e+00 -6.263935e+06 4.001 2
   1357   1.847702  46.424135  -0.570085  1.127219e+07  2.959140e+00 -6.459607e+06 4.001 2
   1358   1.749697 -62.698759  -0.702562  1.137881e+07 -1.421497e+00 -6.269893e+06 4.001 2
   1359   1.620792 -102.264729   1.064771  1.526781e+06 -1.613920e+00  1.290185e+07 4.001 2
   1360   1.996975 -21.913208  -0.338395  1.118339e+07 -5.189664e-01  6.612151e+06 4.001 2
   1361   1.987754   0.842970  -0.317607  1.161393e+07 -5.312691e-03 -5.822846e+06 4.001 2
   1362   2.348125 -133.381996   0.048395  1.026124e+07 -2.588023e+00 -7.968429e+06 4.001 2
   1363   1.790846 -153.941049   0.820757  1.001660e+07 -1.200606e+00 -8.273847e+06 4.001 2
   1364   2.106719 123.642919   0.395993  1.258479e+07 -9.822940e-01 -3.226758e+06 4.001 2
   1365   1.899687 -20.499306  -0.146322  7.093682e+06  2.176923e+00  1.088432e+07 4.001 2
   1366   1.844844 109.429809  -0.731831  7.028284e+06  1.982432e+00  1.092667e+07 4.001 2
   1367   1.475459 -160.859674   0.877224  1.175315e+07 -2.525992e+00  5.536458e+06 4.001 2
   1368   1.962632  62.159457   0.857465  1.286349e+07  1.272569e+00 -1.821932e+06 4.001 2
   1369   1.452909 -81.574156   0.541115  1.000559e+07  2.323423e+00  8.287159e+06 4.001 2
   1370   1.738413 -25.203940   0.045750  1.114268e+07  2.484473e+00 -6.680522e+06 4.001 2
   1371   2.086008 103.006718   0.401136  1.099798e+07 -1.321910e+00  6.916158e+06 4.001 2
   1372   1.891633 -115.841213  -0.814465  1.037307e+07  1.169202e+00 -7.822296e+06 4.001 2
   1373   1.438482 -109.122650   0.223916  1.267956e+07 -1.678786e+00 -2.831525e+06 4.001 2
   1374   1.605182 -43.575033  -0.048235  1.172893e+07  3.056505e-01 -5.587586e+06 4.001 2
   1375   2.011137 149.740902  -0.348566  8.598510e+06 -2.237700e+00 -9.739324e+06 4.001 2
   1376   1.560876 -172.216941   0.592749  8.183087e+06 -1.809473e+00  1.009088e+07 4.001 2
   1377   1.519520 -43.219644   0.105324  1.169040e+07  1.650016e+00  5.667748e+06 4.001 2
   1378   2.172001  26.444241  -0.293116  9.138685e+06  3.011552e+00 -9.234351e+06 4.001 2
   1379   1.813936 -173.550976  -0.413783  5.892867e+06  1.658677e+00  1.157855e+07 4.001 2
   1380   1.509854 -40.205936  -0.606275  1.017902e+07 -2.561436e-01  8.073194e+06 4.001 2
   1381   1.969822  96.998631  -0.586691  5.731338e+06  9.317734e-01  1.165936e+07 4.001 2
   1382   2.011950 170.133547   0.713480  1.279660e+07  2.202499e+00 -2.244081e+06 4.001 2
   1383   2.204147 108.312169   0.560828  1.013557e+07  1.109903e+00 -8.127671e+06 4.001 2
   1384   1.694642 162.202963   0.118096  4.015030e+06 -2.927955e-01 -1.235590e+07 4.001 2
   1385   2.111314 122.329324  -0.164058  1.186368e+07 -1.139130e+00  5.295451e+06 4.001 2
   1386   1.659861 -21.808010  -0.780219  1.195195e+07 -1.477071e+00 -5.093095e+06 4.001 2
   1387   2.274488 -105.302325   0.414394  1.243501e+07 -1.218745e+00  3.762898e+06 4.001 2
   1388   2.124560 -97.393207   0.093166  1.290094e+07 -1.376218e+00  1.534466e+06 4.001 2
   1389   1.569223 -122.291424   0.702311  5.281248e+06 -2.145142e+00 -1.187001e+07 4.001 2
   1390   1.556531 120.399954  -0.592355  7.968606e+06  2.493596e-01  1.026110e+07 4.001 2
   1391   1.637895   8.085899  -0.806317  9.307891e+06  2.845052e+00 -9.063772e+06 4.001 2
   1392   2.320085 -69.620319   0.306798  9.950959e+06  1.117312e+00  8.352677e+06 4.001 2
   1393   1.771629  18.740356  -0.464450  1.281839e+07 -1.879380e+00 -2.116073e+06 4.001 2
   1394   1.784906  -5.952030  -0.644443  8.141691e+06  7.113914e-01  1.012431e+07 4.001 2
   1395   2.341094  57.241619   0.065970  5.315624e+06  6.796808e-01  1.185466e+07 4.001 2
   1396   1.347126 -14.430128   0.412463  5.772420e+06  2.935948e-01 -1.163907e+07 4.001 2
   1397   1.879413   9.955344   0.657118  7.070376e+06  1.474173e+00  1.089948e+07 4.001 2
   1398   1.307097 142.981929  -0.344196  8.041282e+06 -9.617520e-01 -1.020424e+07 4.001 2
   1399   1.429174 -109.181523  -0.199193  1.194258e+07  3.794460e-01 -5.115037e+06 4.001 2
   1400   1.444087 -66.878310   0.430957  1.226635e+07  1.354773e+00  4.280838e+06 4.001 2
   1401   2.068502  71.117388   0.345683  1.026629e+07 -2.231912e+00  7.961919e+06 4.001 2
   1402   1.617891 -108.169307   0.228073  4.359458e+06 -2.769702e+00 -1.223862e+07 4.001 2
   1403   2.080154 113.448504   0.438920  1.224260e+07 -5.954697e-01 -4.348280e+06 4.001 2
   1404   1.868868 154.486935  -0.329527  1.298507e+07 -1.183856e+00 -4.203034e+05 4.001 2
   1405   2.181350  41.249932  -0.096614  6.873459e+06 -9.407555e-01 -1.102472e+07 4.001 2
   1406   2.177590 123.578471  -0.158919  2.758533e+06 -3.731197e-01 -1.269564e+07 4.001 2
   1407   2.080547 -33.640932   0.318002  1.173569e+07  2.143982e+00  5.573369e+06 4.001 2
   1408   1.847120 132.232045   0.691228  1.187107e+07 -1.281466e+00 -5.278880e+06 4.001 2
   1409   2.318868  25.620861   0.279868  1.212518e+07  4.042259e-01  4.665713e+06 4.001 2
   1410   1.816555  37.770408  -0.154697  1.278817e+07  1.043102e+00  2.291636e+06 4.001 2
   1411   1.412803 141.054226  -0.381643  1.207657e+07 -5.810823e-01 -4.790112e+06 4.001 2
   1412   2.235502 -100.149756  -0.123587  1.010820e+07  2.123643e+00 -8.161686e+06 4.001 2
   1413   1.843531 161.659820   0.375227  6.900369e+06 -2.831768e+00  1.100789e+07 4.001 2
   1414   2.339599 -102.197143  -0.166625  9.112110e+06  8.587865e-01  9.260575e+06 4.001 2
   1415   2.191191 -169.907796  -0.415830  8.669529e+06  2.943302e+00  9.676160e+06 4.001 2
   1416   1.598348  96.607426  -0.212922  7.394070e+06 -2.453147e+00 -1.068253e+07 4.001 2
   1417   1.797741 132.016646   0.818265  8.668373e+06 -1.522954e+00  9.677196e+06 4.001 2
   1418   1.858888  95.063620  -0.062299  5.640673e+06  1.654265e+00 -1.170349e+07 4.001 2
   1419   2.151962 -36.891701   0.398800  4.543822e+06  2.609445e+00 -1.217138e+07 4.001 2
   1420   1.601286 -93.062309   0.827059  1.048451e+07  3.002258e+00 -7.672272e+06 4.001 2
   1421   1.646610 -172.989460  -0.099232  7.584517e+06 -2.422695e+00 -1.054817e+07 4.001 2
   1422   1.746500 168.265036  -0.556868  2.418222e+06 -1.434424e+00  1.276483e+07 4.001 2
   1423   1.525657  46.096757  -0.815111  7.637361e+06 -2.428567e+00  1.050997e+07 4.001 2
   1424   1.878355 -16.490446   0.174069  1.064693e+07 -2.844745e+00 -7.445248e+06 4.001 2
   1425   1.625766 -159.422251  -0.656872  1.190893e+07  7.954394e-01 -5.192902e+06 4.001 2
   1426   2.358799  89.189250   0.255263  6.803538e+06 -2.845552e+00  1.106800e+07 4.001 2
   1427   2.220355 -140.809300  -0.052072  1.235567e+07 -2.763462e+00  4.015748e+06 4.001 2
   1428   1.422966 174.907542   0.496920  1.170653e+07  7.400357e-01  5.634349e+06 4.001 2
   1429   1.572110 166.804101  -1.019279  1.263699e+07  4.554982e-01 -3.015819e+06 4.001 2
   1430   1.707655 123.422323   0.711420  9.098270e+06  3.671178e-01  9.274173e+06 4.001 2
   1431   1.793570 -106.984981   0.063867  7.318894e+06  2.363610e+00 -1.073418e+07 4.001 2
   1432   1.511853 142.600891  -0.257443  5.722792e+06  7.345626e-01  1.166355e+07 4.001 2
   1433   2.069719 -28.875638   0.052421  1.274630e+07 -2.037680e+00 -2.514072e+06 4.001 2
   1434   1.865160 -130.785971   0.745664  1.199846e+07 -2.880056e+00 -4.982536e+06 4.001 2
   1435   2.068062 -85.678047  -0.519300  7.266659e+06  1.172424e+00  1.076961e+07 4.001 2
   1436   1.655362 135.642127   0.925475  1.096924e+07  2.888408e+00  6.961657e+06 4.001 2
   1437   1.895518 -119.441379  -0.341286  1.230575e+07 -1.163418e+00  4.166209e+06 4.001 2
   1438   1.832684 151.308395   0.603742  1.246865e+07 -4.519965e-01  3.649886e+06 4.001 2
   1439   1.497581 -163.780038   0.081554  1.129086e+07 -2.050904e+00  6.426913e+06 4.001 2
   1440   1.976906 -92.740755  -0.568090  1.041607e+07  5.613435e-01  7.764941e+06 4.001 2
   1441   1.780324   2.776271   0.726635  1.039567e+07 -2.568761e-01 -7.792235e+06 4.001 2
   1442   1.450138 -12.124331   0.058044  1.084109e+07 -4.699562e-01 -7.159574e+06 4.001 2
   1443   1.588221 -32.175406   1.049446  1.151901e+07  2.107461e+00 -6.008437e+06 4.001 2
   1444   1.790384 -143.995488   0.084905  1.231320e+07 -2.318376e+00 -4.144139e+06 4.001 2
   1445   2.061423 -100.049660   0.370236  1.063974e+07  9.132590e-01 -7.455513e+06 4.001 2
   1446   1.320843  21.609810  -0.160107  1.271693e+07 -2.498749e-01 -2.658683e+06 4.001 2
   1447   2.259042 -134.141613   0.340769  1.068344e+07  1.149319e+00 -7.392762e+06 4.001 2
   1448   2.110853 -155.959180  -0.136760  1.294059e+07  8.876389e-01 -1.153195e+06 4.001 2
   1449   1.682109   8.746138  -0.420608  1.199145e+07 -2.733196e+00  4.999382e+06 4.001 2
   1450   2.039866  83.714074  -0.172344  1.259799e+07  2.658927e-02 -3.174827e+06 4.001 2
   1451   2.064939  -6.143557  -0.560552  6.813776e+06  2.894193e+00 -1.106170e+07 4.001 2
   1452   1.930676 104.049247  -0.878263  3.159461e+06 -2.256616e+00 -1.260185e+07 4.001 2
   1453   1.907184  78.330481   0.368856  8.907067e+06 -2.202357e+00  9.457958e+06 4.001 2
   1454   1.952734  88.165108  -0.785026  7.097795e+06 -2.216873e+00  1.088164e+07 4.001 2
   1455   1.676839 -57.513842   0.737872  1.169776e+07  1.209221e+00  5.652548e+06 4.001 2
   1456   1.417746 -171.970279  -0.258093  8.442212e+06  4.700649e-01 -9.875113e+06 4.001 2
   1457   2.199501 -71.888027   0.554935  7.002565e+06  2.077604e+00 -1.094317e+07 4.001 2
   1458   1.915145  21.620379  -0.863865  7.370451e+06 -5.033527e-01 -1.069884e+07 4.001 2
   1459   1.484207 -36.016474  -0.825616  1.298974e+07 -4.649411e-01  2.354912e+05 4.001 2
   1460   1.346813 -164.526651  -0.083484  1.126117e+07 -1.018133e+00  6.478800e+06 4.001 2
   1461   1.883844 -160.809844  -0.300134  9.479924e+06 -2.111195e+00 -8.883685e+06 4.001 2
   1462   1.446918 -125.536108   0.128065  1.276188e+07 -2.892842e+00  2.433769e+06 4.001 2
   1463   1.877228 -131.716172  -0.751429  1.210314e+07  8.208161e-01 -4.722576e+06 4.001 2
   1464   1.679035 103.573757  -1.030555  1.190153e+07 -2.262666e+00  5.209838e+06 4.001 2
   1465   1.541913  53.638650   0.278170  1.250542e+07  1.052794e+00  3.521843e+06 4.001 2
   1466   2.277931 -110.469942   0.093209  1.294465e+07 -1.249789e+00 -1.106757e+06 4.001 2
   1467   1.728017  62.329663   0.658791  1.257272e+07  1.324007e+00 -3.273454e+06 4.001 2
   1468   1.991103 155.072058  -0.730527  4.132886e+06  2.469378e+00  1.231698e+07 4.001 2
   1469   1.945467 -85.210024   0.263901  1.244700e+07 -7.024294e-01 -3.723020e+06 4.001 2
   1470   2.338041 -147.346787   0.249582  3.242080e+06 -2.915008e-01  1.258085e+07 4.001 2
   1471   1.972315 176.864458   0.517975  9.358459e+06  2.718437e+00 -9.011551e+06 4.001 2
   1472   1.592270  35.500581  -0.956682  4.312842e+06  1.339176e+00  1.225513e+07 4.001 2
   1473   2.065801 126.577740  -0.283486  4.569723e+06 -1.392380e-01 -1.216168e+07 4.001 2
   1474   1.521501  64.787543  -0.583542  1.253804e+07  6.916496e-02  3.403889e+06 4.001 2
   1475   1.714985 -39.408842  -0.091448  1.295717e+07 -8.517858e-01  9.489853e+05 4.001 2
   1476   1.806215 -131.543865   0.302329  1.261720e+07  2.890641e+00  3.097573e+06 4.001 2
   1477   1.576879   3.602062  -0.484156  9.728416e+06 -2.354722e+00 -8.610849e+06 4.001 2
   1478   1.733129  34.104957  -0.845781  2.563814e+06 -2.745953e+00 -1.273639e+07 4.001 2
   1479   1.516480 -69.373327   1.071968  8.836233e+06 -1.999579e+00  9.524169e+06 4.001 2
   1480   1.657645  21.490739   0.306943  1.283244e+07 -1.420316e-01 -2.029118e+06 4.001 2
   1481   1.794328  25.648850  -0.767975  1.229926e+07  1.506565e+00  4.185342e+06 4.001 2
   1482   1.370623  60.903849   0.620240  9.697932e+06 -2.856208e+00 -8.645168e+06 4.001 2
   1483   2.306439 -111.667135  -0.245384  1.097887e+07  3.867698e-01 -6.946453e+06 4.001 2
   1484   2.167054  83.045717  -0.442642  6.655268e+06 -1.897352e+00  1.115779e+07 4.001 2
   1485   1.765931  48.946941   0.179610  1.291443e+07 -2.875771e+00 -1.416480e+06 4.001 2
   1486   2.136587 -67.476370  -0.324690  1.094479e+07 -1.933933e+00  7.000029e+06 4.001 2
   1487   1.505267  25.904660  -1.011707  1.231336e+07  1.828046e-01 -4.143660e+06 4.001 2
   1488   1.624087 164.997128  -0.179638  6.865963e+06  2.053117e+00  1.102939e+07 4.001 2
   1489   1.903266  81.234927  -0.353871  1.285160e+07 -1.671545e+00 -1.903989e+06 4.001 2
   1490   1.626431 -143.003703  -0.215801  1.296053e+07 -2.999633e+00  9.019068e+05 4.001 2
   1491   1.446759 -71.387543   0.150574  1.080652e+07  2.300560e+00  7.211659e+06 4.001 2
   1492   1.975015 -93.505053  -0.814899  1.279784e+07 -1.005190e+00  2.237003e+06 4.001 2
   1493   2.183810 -48.855175   0.188340  1.291439e+07 -8.878053e-01 -1.416788e+06 4.001 2
   1494   1.541833 -46.724000   1.065264  1.264878e+07 -9.399004e-02 -2.965996e+06 4.001 2
   1495   1.917615  -4.526668   0.326993  5.143531e+06  2.766795e+00 -1.193033e+07 4.001 2
   1496   2.383120 -152.318331  -0.076661  1.119767e+07 -1.616035e+00  6.587941e+06 4.001 2
   1497   2.008056  -6.611284   0.050662  9.515332e+06  1.019805e+00  8.845748e+06 4.001 2
   1498   2.013292  40.738204  -0.093858  6.604644e+06 -3.044809e+00 -1.118783e+07 4.001 2
   1499   1.994615  31.648342  -0.457631  1.214859e+07 -3.037568e+00 -4.604395e+06 4.001 2
   1500   2.050221 -98.369985  -0.310152  1.190522e+07  2.366281e+00  5.201388e+06 4.001 2
   1501   2.228366  83.238146  -0.136073  1.114344e+07 -2.107427e+00  6.679270e+06 4.001 2
   1502   2.166402 -71.280669   0.647306  1.115177e+07 -2.837467e+00  6.665354e+06 4.001 2
   1503   1.391960 -109.424888   0.509369  9.736353e+06  7.905547e-01  8.601874e+06 4.001 2
   1504   2.000221 -122.209284  -0.101745  9.532221e+06 -1.577488e+00  8.827546e+06 4.001 2
   1505   2.204785 -75.191515   0.386182  2.598195e+06  2.625064e+00  1.272942e+07 4.001 2
   1506   1.758630 -47.070178  -0.001182  1.284254e+07 -6.158606e-01 -1.964166e+06 4.001 2
   1507   2.156447 118.821682   0.485266  1.298244e+07 -5.819434e-01  4.949466e+05 4.001 2
   1508   2.219304 -13.251052   0.004061  8.062342e+06 -1.309788e+00 -1.018761e+07 4.001 2
   1509   1.693400 -155.329880  -0.377041  8.863869e+06  4.274923e-01  9.498454e+06 4.001 2
   1510   1.716069 -172.964547  -0.347348  1.158717e+07 -1.610681e+00 -5.875906e+06 4.001 2
   1511   1.881621  95.462012   0.671741  1.079148e+07  3.024628e-01  7.234142e+06 4.001 2
   1512   1.782887  87.984597   0.038747  5.957619e+06  2.516017e-01  1.154537e+07 4.001 2
   1513   1.803854  94.093279  -0.367105  4.844528e+06  3.257312e-01  1.205485e+07 4.001 2
   1514   1.800159 -35.420112  -0.581473  1.027190e+07  2.932585e+00 -7.954673e+06 4.001 2
   1515   2.296630   3.550643   0.372009  1.184145e+07  5.724147e-01  5.344979e+06 4.001 2
   1516   1.635629  76.591741   0.884842  1.155592e+07 -2.115791e+00  5.937135e+06 4.001 2
   1517   1.392839  86.811195  -0.126139  1.298645e+07 -1.699924e+00 -3.753196e+05 4.001 2
   1518   1.970019 -91.096450   0.501609  1.173505e+07  1.436377e+00 -5.574702e+06 4.001 2
   1519   2.087697  74.116024  -0.382140  1.092839e+07  1.553982e+00 -7.025609e+06 4.001 2
   1520   2.411865 127.113989  -0.109191  1.299023e+07 -1.535371e+00 -2.067174e+05 4.001 2
   1521   1.539531 -170.849255  -0.836632  1.296155e+07  7.582090e-01 -8.871008e+05 4.001 2
   1522   2.259617 -175.352977   0.428524  1.193822e+07 -2.820696e+00 -5.125199e+06 4.001 2
   1523   1.376459 -50.385251  -0.118350  1.274589e+07 -1.000739e+00  2.516150e+06 4.001 2
   1524   2.170427 -168.359787  -0.357791  7.276862e+06  8.102235e-01 -1.076272e+07 4.001 2
   1525   1.485370 -101.765366  -0.888767  9.570412e+06  1.573524e+00 -8.786126e+06 4.001 2
   1526   2.131618   9.844479   0.462025  9.910438e+06  9.180790e-02 -8.400716e+06 4.001 2
   1527   2.167592 102.266251   0.262467  1.183151e+07 -1.847477e+00  5.366957e+06 4.001 2
   1528   1.664176 -138.165271   0.860539  1.268829e+07 -2.670058e+00  2.792137e+06 4.001 2
   1529   1.852082 -168.762995   0.746248  6.073090e+06  2.435386e+00  1.148505e+07 4.001 2
   1530   1.974448 105.703478   0.356996  1.293303e+07  1.172610e+00 -1.235142e+06 4.001 2
   1531   1.969229 -91.156536   0.800744  1.250400e+07  1.202843e+00 -3.526874e+06 4.001 2
   1532   2.181598  93.559351  -0.194946  1.243612e+07 -1.142321e+00  3.759215e+06 4.001 2
   1533   1.754337 -33.411967  -0.874031  1.257218e+07  2.687133e+00  3.275518e+06 4.001 2
   1534   1.453971 124.195634   0.379583  1.281205e+07 -1.171826e+00 -2.154112e+06 4.001 2
   1535   1.585342 161.159902   0.215053  9.021162e+06  5.780677e-02 -9.349194e+06 4.001 2
   1536   1.371441  18.652731   0.144438  1.291717e+07  2.353763e-01 -1.391201e+06 4.001 2
   1537   1.995144 -31.003159  -0.731826  1.062774e+07  2.974267e+00 -7.472612e+06 4.001 2
   1538   2.346092 -91.485823  -0.180693  1.183111e+07  1.223211e+00  5.367837e+06 4.001 2
   1539   1.726135 -133.053100  -0.815244  8.586817e+06  7.338910e-01 -9.749634e+06 4.001 2
   1540   1.714027  30.413330   0.515507  1.296829e+07 -2.728873e+00  7.824225e+05 4.001 2
   1541   2.182377 -22.869504   0.369191  9.956584e+06 -3.088011e+00 -8.345972e+06 4.001 2
   1542   1.420191  61.600515   0.642790  9.809063e+06  7.220309e-01 -8.518866e+06 4.001 2
   1543   1.735820  65.283806   0.725048  5.432023e+06 -1.667031e-01 -1.180178e+07 4.001 2
   1544   1.497400 122.638002   0.785410  1.189412e+07 -2.133163e+00 -5.226736e+06 4.001 2
   1545   1.362497 -145.680272  -0.099575  1.291118e+07  7.584701e-01  1.445755e+06 4.001 2
   1546   1.879271 -117.470569   0.217968  9.417899e+06  6.523849e-01  8.949412e+06 4.001 2
   1547   1.748876  99.808197  -0.199525  6.576385e+06  3.877450e-01  1.120446e+07 4.001 2
   1548   2.026131  63.172867  -0.165932  8.813915e+06 -1.787227e+00 -9.544826e+06 4.001 2
   1549   2.225161 138.815561   0.157626  6.573255e+06 -1.887951e-01  1.120630e+07 4.001 2
   1550   2.061012 -133.970519   0.640496  4.844728e+06 -2.129923e+00 -1.205477e+07 4.001 2
   1551   1.891289 -126.697474  -0.326747  1.155072e+07 -2.401982e+00  5.947249e+06 4.001 2
   1552   1.543789 -163.662705   1.022825  1.011006e+07 -2.928283e+00  8.159379e+06 4.001 2
   1553   2.297493 147.554203   0.226701  1.288313e+07  2.304653e-01 -1.677456e+06 4.001 2
   1554   1.622648 -176.439934   0.144149  2.433932e+06 -1.342001e-01  1.276185e+07 4.001 2
   1555   1.520036  50.829669   0.605606  8.597647e+06  1.190410e-01 -9.740085e+06 4.001 2
   1556   2.108926 159.678745   0.457980  1.141231e+07 -8.806453e-02  6.208701e+06 4.001 2
   1557   2.293173 -117.748333  -0.306907  9.078905e+06 -1.422564e+00 -9.293131e+06 4.001 2
   1558   2.139533 -126.069648  -0.690655  1.207649e+07  2.693942e+00 -4.790324e+06 4.001 2
   1559   1.888146 -112.083298   0.097435  8.971706e+06 -1.750890e+00  9.396664e+06 4.001 2
   1560   1.675427 -35.319661  -0.882179  1.062777e+07  2.584188e+00  7.472573e+06 4.001 2
   1561   2.047434  52.618058  -0.404355  1.271099e+07 -2.544450e-01 -2.686913e+06 4.001 2
   1562   1.749662 130.097881  -0.332007  5.016151e+06  2.383401e+00 -1.198445e+07 4.001 2
   1563   1.921753  -3.597672  -0.779031  1.144979e+07  1.043280e-02  6.139300e+06 4.001 2
   1564   2.282873 133.085797   0.067209  7.645298e+06  4.414124e-01 -1.050420e+07 4.001 2
   1565   1.891985 -101.433543  -0.376440  8.807068e+06 -1.477001e+00 -9.551144e+06 4.001 2
   1566   1.818090 -149.631847   0.226903  7.210793e+06  2.159004e+00  1.080709e+07 4.001 2
   1567   1.667667  22.767332  -0.177650  1.283545e+07 -1.507901e+00 -2.010013e+06 4.001 2
   1568   1.842136 133.744836   0.095854  1.072307e+07 -5.452303e-01 -7.335163e+06 4.001 2
   1569   1.863426  31.880858   0.836203  4.866841e+06 -1.731012e+00  1.204586e+07 4.001 2
   1570   1.982111  35.591044   0.767051  1.262137e+07  2.826933e-01  3.080538e+06 4.001 2
   1571   1.834158   6.610835  -0.768392  1.147545e+07  9.952612e-01  6.091209e+06 4.001 2
   1572   1.341256  79.278071   0.381095  1.108090e+07  3.079115e+00 -6.782514e+06 4.001 2
   1573   2.270171 -39.545012  -0.489670  7.035657e+05  2.491934e+00 -1.297281e+07 4.001 2
   1574   1.517408 -150.245155  -0.281101  3.798980e+06 -1.979205e+00 -1.242403e+07 4.001 2
   1575   1.746983 126.284854   0.115821  4.273715e+06 -3.690812e-01  1.226883e+07 4.001 2
   1576   2.345428   0.092910  -0.212332  1.055897e+07  5.876284e-01  7.569472e+06 4.001 2
   1577   1.629398 -164.175261  -0.659983  1.230911e+07  3.884486e-02  4.156269e+06 4.001 2
   1578   1.866226 -54.829671   0.349235  7.959401e+06 -9.939870e-01  1.026824e+07 4.001 2
   1579   2.333476 -18.439242  -0.089029  1.134361e+07  2.915765e+00  6.333358e+06 4.001 2
   1580   1.763369 -169.351191   0.002441  2.522574e+06 -7.707818e-01 -1.274462e+07 4.001 2
   1581   1.320874  97.475362   0.401042  1.194891e+07  1.655501e+00  5.100225e+06 4.001 2
   1582   2.366197 -179.957780   0.046593  1.287016e+07  8.591111e-01 -1.774167e+06 4.001 2
   1583   2.105627  -8.835423   0.664864  1.159760e+07  3.434616e-01  5.855299e+06 4.001 2
   1584   2.136892 -128.198385   0.148607  7.514653e+06  9.055944e-01 -1.059806e+07 4.001 2
   1585   1.446203 -77.350436  -0.469395  2.969762e+06 -1.807531e+00  1.264790e+07 4.001 2
   1586   2.312979 -50.394837  -0.233124  1.182409e+07 -7.296372e-01 -5.383284e+06 4.001 2
   1587   1.518976 124.784508   0.250247  6.138995e+06 -2.070012e+00 -1.144996e+07 4.001 2
   1588   1.779621  65.201191  -0.341608  1.180987e+07  2.673475e-01  5.414412e+06 4.001 2
   1589   2.278227  80.914697   0.471319  1.190280e+07  8.058281e-01  5.206929e+06 4.001 2
   1590   2.342074 -90.513459  -0.186429  1.209796e+07  1.494612e+00  4.735835e+06 4.001 2
   1591   1.742436  38.842839   0.993074  8.781891e+06 -2.448292e+00  9.574298e+06 4.001 2
   1592   1.461526  53.343406   0.203504  1.239637e+07  1.510166e+00 -3.888292e+06 4.001 2
   1593   1.605847   5.354622  -0.631863  1.092620e+07  3.707370e-01  7.029009e+06 4.001 2
   1594   1.448146  12.508579  -0.256968  1.213355e+07  6.760968e-01 -4.643888e+06 4.001 2
   1595   1.616931  20.854084   0.333083  1.296423e+07  9.726644e-02 -8.471279e+05 4.001 2
   1596   1.689342  29.722367  -0.545162  1.228405e+07  3.987853e-01  4.229759e+06 4.001 2
   1597   1.981478  -7.162005  -0.724777  1.294100e+07 -2.315342e+00  1.148564e+06 4.001 2
   1598   1.434326  95.483544   0.667133  7.611982e+06  1.279114e+00  1.052837e+07 4.001 2
   1599   1.944416 154.641501  -0.184419  1.086103e+07  2.916673e+00 -7.129291e+06 4.001 2
   1600   2.260000  10.187536   0.032680  3.644167e+06 -1.097622e+00 -1.247032e+07 4.001 2
   1601   1.422231 -98.772639   0.569368  9.820517e+06  2.694649e+00 -8.505659e+06 4.001 2
   1602   2.250096 137.307740  -0.095600  7.043698e+06  2.858623e+00 -1.091674e+07 4.001 2
