n r phi z vr vphi vz mass charge
    118   1.373819  39.464665   0.203153  7.487347e+06 -2.873918e+00  1.061736e+07 4.001 2
    119   2.148180 -137.164831  -0.252757  3.134186e+06 -2.720432e-02 -1.260816e+07 4.001 2
    120   2.096484  97.357469  -0.311033  8.687273e+06 -1.771584e+00 -9.660232e+06 4.001 2
    121   1.432513  53.451144   0.229521  1.236036e+07 -2.076327e+00  4.001296e+06 4.001 2
    122   1.809950  -3.988599   0.838068  7.730809e+06  4.207389e-01 -1.044143e+07 4.001 2
    123   2.011567 -91.767439  -0.507470  1.271202e+07  2.110433e+00  2.682063e+06 4.001 2
    124   2.267665 -110.561598  -0.153787  1.296766e+07  1.454367e+00 -7.927737e+05 4.001 2
    125   1.886601 -106.981409   0.846835  5.215160e+06  1.776016e+00  1.189920e+07 4.001 2
    126   1.418750  38.378070   0.364801  1.286591e+07  6.920643e-01 -1.804742e+06 4.001 2
    127   2.146510 -172.801918   0.270911  4.466248e+06 -1.700216e+00  1.220006e+07 4.001 2
    128   1.775965 -96.320484   0.810106  1.193355e+07  8.793405e-01  5.136061e+06 4.001 2
    129   2.111452 -86.367071  -0.677079  9.225015e+06 -1.908235e-01  9.148109e+06 4.001 2
    130   1.828925 -147.387178  -0.303028  5.661005e+06  1.393803e+00  1.169367e+07 4.001 2
    131   2.149892  11.700838   0.346936  6.426309e+06  1.946586e+00 -1.129121e+07 4.001 2
    132   1.770351  89.270760   0.681789  8.001531e+06 -2.916640e+00 -1.023544e+07 4.001 2
    133   2.201144 107.740995  -0.345782  1.187563e+07  1.976311e+00 -5.268614e+06 4.001 2
    134   1.505708  92.005014   0.024064  1.211665e+07  2.269327e+00  4.687823e+06 4.001 2
    135   1.546079  11.607205  -0.260299  1.281940e+07 -1.232310e-01  2.109939e+06 4.001 2
    136   2.110078 -78.273158   0.030912  1.245686e+07  1.856309e+00 -3.689909e+06 4.001 2
    137   1.810750  67.580820  -0.735690  5.220090e+06  2.051207e+00  1.189704e+07 4.001 2
    138   1.951037 103.204183   0.290753  1.298984e+07  2.145040e+00  2.300565e+05 4.001 2
    139   1.821994  15.715826   0.670234  9.786161e+06 -5.348452e-01 -8.545166e+06 4.001 2
    140   1.361844 -49.287750  -0.055225  1.245847e+07  2.539875e+00 -3.684477e+06 4.001 2
    141   2.023256  59.360355  -0.569881  1.286807e+07  5.972750e-01  1.789286e+06 4.001 2
    142   1.492650 -177.443473   0.654002  9.883292e+06 -1.019734e+00 -8.432635e+06 4.001 2
    143   1.523149 173.743339  -0.909201  1.185273e+07  2.363244e+00  5.319923e+06 4.001 2
    144   2.174187 -112.648390   0.581690  5.065067e+05 -1.054423e+00  1.298200e+07 4.001 2
    145   2.310173 179.030855   0.058889  3.311405e+06 -2.230068e+00 -1.256278e+07 4.001 2
    146   2.073125 -178.985720   0.138575  2.771128e+06 -8.536596e-01  1.269290e+07 4.001 2
    147   1.736917  50.596141   0.806611  1.078723e+07  4.512384e-01 -7.240477e+06 4.001 2
    148   2.170651 168.304256  -0.433062  5.124762e+06  3.035352e+00 -1.193841e+07 4.001 2
    149   2.193282 -59.031821   0.064835  1.277270e+07  2.054161e+00  2.376314e+06 4.001 2
    150   2.099724  34.276876   0.689918  1.297114e+07  8.972661e-01 -7.336494e+05 4.001 2
    151   1.498507 -141.997201  -0.022741  9.736330e+06 -2.993328e+00  8.601900e+06 4.001 2
    152   1.592162 -178.701188  -0.638531  3.158724e+06  5.957891e-01 -1.260203e+07 4.001 2
    153   2.043062  36.283499   0.722207  1.048166e+07 -2.569804e+00  7.676166e+06 4.001 2
    154   1.691077  99.966621   0.675440  1.283202e+07 -1.193563e+00  2.031783e+06 4.001 2
    155   1.900025  -7.233645  -0.319721  5.914954e+06  2.880883e+00  1.156729e+07 4.001 2
    156   1.371791  83.256632   0.247902  1.298044e+07  2.362909e+00  5.448958e+05 4.001 2
    157   1.708758 -67.228495  -0.785021  1.264074e+07  2.326855e+00 -3.000095e+06 4.001 2
    158   1.654770 135.659217  -0.824645  1.237705e+07  2.906792e+00 -3.949368e+06 4.001 2
    159   1.824093 157.041284  -0.451053  6.989976e+06  1.955854e+00  1.095121e+07 4.001 2
    160   1.808080 -82.783424  -0.382002  7.238950e+06  1.002961e+00 -1.078825e+07 4.001 2
    161   2.242617 -69.436401  -0.184548  8.064955e+06  1.767759e+00  1.018554e+07 4.001 2
    162   1.534755  45.705787   0.819074  7.579619e+06 -2.523581e+00 -1.055169e+07 4.001 2
    163   1.782149   6.930436   0.962458  4.166427e+06  4.130684e-01 -1.230568e+07 4.001 2
    164   1.426092  59.810882   0.818383  7.786711e+06 -2.479966e+00 -1.039980e+07 4.001 2
    165   2.233181 164.093476   0.321214  1.260883e+07  2.823644e+00  3.131471e+06 4.001 2
    166   2.053383 131.779730  -0.340039  9.394508e+06 -2.432206e+00 -8.973963e+06 4.001 2
    167   2.266832  83.218719   0.151271  1.151421e+07  1.295924e+00  6.017627e+06 4.001 2
    168   2.102239  59.074181   0.477109  4.601076e+06 -1.268738e+00 -1.214985e+07 4.001 2
    169   2.046729 104.606032   0.535433  9.520492e+06 -1.477304e+00  8.840194e+06 4.001 2
    170   1.811304 -26.602469  -0.428673  1.094523e+07 -2.091268e+00 -6.999346e+06 4.001 2
    171   2.233709 154.273926   0.147743  8.136756e+06  2.507430e+00  1.012828e+07 4.001 2
    172   1.400581 -140.416517   0.537444  9.963771e+06  2.524188e+00  8.337390e+06 4.001 2
    173   1.436454 -59.300074  -0.633316  1.076499e+07  1.004767e+00 -7.273504e+06 4.001 2
    174   1.718858  94.454004   0.442996  1.245316e+07 -1.383992e+00 -3.702377e+06 4.001 2
    175   1.663949   1.236915   0.888457  6.349348e+06 -3.846578e-01  1.133466e+07 4.001 2
    176   1.574455 -79.681665  -0.819701  7.856300e+06 -1.791616e+00 -1.034734e+07 4.001 2
    177   1.710795  40.544057  -0.404091  8.071329e+06 -1.336597e+00 -1.018049e+07 4.001 2
    178   2.221448 -75.491372   0.020152  1.067364e+07  1.542674e+00 -7.406904e+06 4.001 2
    179   1.844856 168.144635  -0.753247  1.220449e+07  2.434857e+00  4.454120e+06 4.001 2
    180   1.987289 -58.151140   0.184496  8.543199e+06 -2.045196e+00  9.787878e+06 4.001 2
    181   1.724019 103.489544   0.515646  6.885345e+06  1.606708e+00 -1.101730e+07 4.001 2
    182   2.015454 -66.355097  -0.230313  1.914741e+06  1.663804e+00 -1.285000e+07 4.001 2
    183   2.342754 -97.579239  -0.262084  1.204072e+07 -2.277248e+00 -4.879533e+06 4.001 2
    184   2.397033  67.840370  -0.113369  1.262283e+07  6.695660e-01 -3.074581e+06 4.001 2
    185   1.619587 -100.205612   0.680292  6.596749e+06 -8.480489e-01 -1.119248e+07 4.001 2
    186   1.764333 -55.945668   0.179717  4.554941e+06  1.617340e+00  1.216722e+07 4.001 2
    187   1.789334 -15.317309   0.419556  1.180158e+07  2.996429e+00  5.432450e+06 4.001 2
    188   1.686670 -55.278142  -0.847075  1.019854e+07  2.927389e+00 -8.048516e+06 4.001 2
    189   1.415385 -81.593046   0.521604  7.955529e+06 -1.144395e+00 -1.027124e+07 4.001 2
    190   1.655534 -173.840193   0.742739  7.093239e+06 -2.492774e+00 -1.088461e+07 4.001 2
    191   2.124692  13.212103  -0.027807  1.140157e+07 -1.682972e+00  6.228400e+06 4.001 2
    192   2.009037 -62.793266   0.826890  1.780209e+06  4.563243e-01 -1.286933e+07 4.001 2
    193   2.007667 109.073512   0.575033  1.114540e+07 -1.552418e+00 -6.675996e+06 4.001 2
    194   1.685692 -82.238281  -0.220714  9.142741e+06  2.037778e+00  9.230336e+06 4.001 2
    195   1.852928 -101.650975  -0.624329  1.296611e+07 -1.868364e+00 -8.177591e+05 4.001 2
    196   2.222416  33.033563   0.384683  1.290490e+07  2.368174e+00 -1.500805e+06 4.001 2
    197   1.358680 -152.698334   0.124393  1.037536e+07 -3.139499e+00 -7.819258e+06 4.001 2
    198   1.875220 155.221490  -0.581369  6.231298e+06 -4.086322e-01  1.139999e+07 4.001 2
    199   1.798130  -6.471694   0.124143  1.180023e+07 -1.385633e+00  5.435386e+06 4.001 2
    200   2.144023  45.669007  -0.308209  1.030252e+07 -2.311855e+00 -7.914981e+06 4.001 2
    201   1.647898 129.337812  -0.144641  6.639434e+06 -7.577595e-01 -1.116722e+07 4.001 2
    202   1.718756 -137.005877  -0.759177  1.204360e+07 -1.537114e+00 -4.872424e+06 4.001 2
    203   1.920287 123.389730  -0.059186  8.462461e+06  2.064306e+00  9.857766e+06 4.001 2
    204   2.218937 141.289109  -0.594639  1.163288e+07  8.236130e-01  5.784893e+06 4.001 2
    205   2.286520 153.912787  -0.365080  1.122237e+07 -1.156045e-01  6.545771e+06 4.001 2
    206   1.628656 -145.264883  -0.878568  3.885458e+06  2.435268e+00  1.239726e+07 4.001 2
    207   1.562508  82.069451   0.272845  8.680046e+06  2.049284e+00 -9.666727e+06 4.001 2
    208   2.131031 129.512602   0.355852  9.339289e+06 -8.114192e-01 -9.031416e+06 4.001 2
    209   1.581885  96.122351   0.438860  1.008572e+07 -1.218970e+00 -8.189449e+06 4.001 2
    210   1.807838 144.547495  -0.272663  1.261926e+07 -6.996776e-01 -3.089189e+06 4.001 2
    211   1.694028  43.222412   0.546128  1.007150e+07  9.132610e-01  8.206932e+06 4.001 2
    212   2.097587 133.808129  -0.543117  1.295893e+07  3.040920e+00 -9.246467e+05 4.001 2
    213   1.919738  49.106652   0.560614  4.054073e+06  8.222532e-01 -1.234315e+07 4.001 2
    214   1.938299 120.527071   0.853898  1.140856e+07 -1.239623e+00  6.215583e+06 4.001 2
    215   1.994969  16.576953   0.019405  8.378300e+06 -2.891889e+00 -9.929396e+06 4.001 2
    216   2.392974 -16.297298   0.231867  1.294195e+07 -3.897810e-02 -1.137816e+06 4.001 2
    217   1.349061 -126.055158   0.280385  1.287130e+07  1.615985e+00  1.765908e+06 4.001 2
    218   2.054640 -92.457009  -0.117671  1.016905e+07  1.574278e+00  8.085744e+06 4.001 2
    219   2.245024 -153.413137  -0.258480  1.086565e+07 -1.439396e+00  7.122243e+06 4.001 2
    220   1.696985 154.030999  -0.265272  1.043364e+07  2.541053e+00  7.741314e+06 4.001 2
    221   1.973402 -147.276106  -0.689119  9.108148e+06  2.283728e+00  9.264472e+06 4.001 2
    222   2.205628 -33.421542  -0.173427  1.030075e+07  2.275711e-01  7.917284e+06 4.001 2
    223   1.833094 -38.306265  -0.744390  1.292822e+07  2.967766e+00  1.284486e+06 4.001 2
    224   1.770716 -119.587989  -0.022736  1.108132e+07 -1.761060e+00  6.781827e+06 4.001 2
    225   2.084031 -38.379751  -0.486868  9.662553e+06  2.041290e+00 -8.684692e+06 4.001 2
    226   2.075768 -23.698099   0.211609  1.292369e+07 -3.011342e-01  1.329275e+06 4.001 2
    227   1.884344 -30.455202  -0.494741  3.180591e+06 -1.241105e-01  1.259653e+07 4.001 2
    228   1.556444 -83.598346  -0.156406  7.039689e+06 -1.299799e+00 -1.091932e+07 4.001 2
    229   1.922803 112.018188  -0.269875  1.296195e+07  2.042383e+00 -8.812872e+05 4.001 2
    230   1.982776  48.074446   0.341757  1.293390e+07  8.040859e-01 -1.225974e+06 4.001 2
    231   1.541616 -107.887539   0.506020  3.264900e+06 -3.041767e+00 -1.257494e+07 4.001 2
    232   1.988304  86.268722  -0.129089  9.953198e+06 -2.721544e+00  8.350009e+06 4.001 2
    233   1.916841 127.114867   0.726841  3.229626e+06 -1.337662e+00 -1.258405e+07 4.001 2
    234   2.126063 161.022152  -0.419437  7.834341e+06  2.873918e+00 -1.036397e+07 4.001 2
    235   1.360413 111.662786  -0.121095  6.135646e+06 -1.982708e+00 -1.145175e+07 4.001 2
    236   1.993227 -129.074718  -0.423745  7.808179e+06 -3.033282e-01  1.038370e+07 4.001 2
    237   1.299574 -168.397487   0.180070  1.291151e+07  9.329290e-01 -1.442806e+06 4.001 2
    238   1.862505  29.189015   0.226870  9.188130e+06  7.578000e-01  9.185155e+06 4.001 2
    239   1.637225 -104.211383   0.076253  1.273010e+07 -2.273921e+00 -2.594854e+06 4.001 2
    240   1.949285 -144.296665  -0.846752  8.141732e+06 -1.501524e+00  1.012428e+07 4.001 2
    241   1.332431 -72.783142  -0.008474  1.081083e+07 -2.580797e-01 -7.205191e+06 4.001 2
    242   2.179014 -146.739139   0.412323  1.189057e+07 -2.694157e+00 -5.234806e+06 4.001 2
    243   1.848988 -51.609487  -0.527432  1.250138e+07  2.294672e+00 -3.536138e+06 4.001 2
    244   2.042441 -64.947657   0.306529  7.916120e+06 -8.577003e-01  1.030164e+07 4.001 2
    245   1.502203 -81.316924  -0.299507  1.285946e+07 -1.687039e+00  1.850189e+06 4.001 2
    246   1.755339 -52.005727  -0.185545  4.982603e+06 -2.056211e+00 -1.199844e+07 4.001 2
    247   1.416915 -105.975473  -0.011498  5.529519e+06 -2.483207e+00  1.175641e+07 4.001 2
    248   1.518293  19.738914  -0.515929  1.077351e+07 -7.547483e-01  7.260877e+06 4.001 2
    249   1.399056 160.332647   0.486455  7.396168e+06 -2.643339e+00 -1.068108e+07 4.001 2
    250   1.994376 -169.166442  -0.749804  9.430207e+06 -2.952785e+00  8.936442e+06 4.001 2
    251   2.296773 160.845128  -0.092137  1.159604e+07  2.973862e+00  5.858378e+06 4.001 2
    252   1.752734  -0.031742   0.842140  6.751029e+06 -1.717827e+00 -1.110011e+07 4.001 2
    253   2.316000  51.901948  -0.406328  1.293638e+07 -2.934051e+00  1.199544e+06 4.001 2
    254   2.371419  32.458221   0.033298  1.064907e+07  2.207876e+00  7.442185e+06 4.001 2
    255   1.717652 176.213343  -0.468302  8.243594e+06 -1.054301e+00  1.004151e+07 4.001 2
    256   2.107063   3.565136  -0.635324  5.357430e+06 -5.091256e-01  1.183582e+07 4.001 2
    257   1.931905  66.908963   0.717591  1.259406e+07  9.200501e-01  3.190357e+06 4.001 2
    258   1.978675 -88.885693  -0.036958  5.244180e+06  7.471465e-01  1.188644e+07 4.001 2
    259   2.012227 -26.532093   0.546044  1.229683e+07  2.691134e+00 -4.192463e+06 4.001 2
    260   1.457575 133.576607   0.651504  7.513693e+06  1.709423e+00  1.059874e+07 4.001 2
    261   1.527147 -43.636497   0.302093  1.298421e+07  2.392619e+00  4.462479e+05 4.001 2
    262   1.607689   2.638532   0.763545  1.036330e+07  8.086567e-01  7.835229e+06 4.001 2
    263   1.532717 -17.378249  -0.280304  1.294126e+07 -1.608699e-02  1.145628e+06 4.001 2
    264   1.509001 101.218449  -0.095956  2.853913e+06 -1.117089e-01 -1.267454e+07 4.001 2
    265   1.707621  60.824161   0.032406  3.027238e+06  2.021036e+00 -1.263426e+07 4.001 2
    266   1.864396 164.288635   0.719980  8.388744e+06 -6.362082e-01  9.920573e+06 4.001 2
    267   1.440080 -164.098266   0.602927  1.290566e+07  2.972718e+00 -1.494210e+06 4.001 2
    268   2.308878 141.985218   0.417490  9.886294e+06  1.225465e+00 -8.429116e+06 4.001 2
    269   2.154153  98.276131   0.029452  1.497720e+06 -4.845256e-01 -1.290526e+07 4.001 2
    270   1.617455 -163.162826   1.080489  5.390703e+06  2.462770e+00 -1.182071e+07 4.001 2
    271   1.601748 160.459577   0.929899  8.985287e+06  2.123491e+00 -9.383678e+06 4.001 2
    272   1.850932 114.801401   0.866341  1.299187e+07 -3.769986e-01 -8.797374e+02 4.001 2
    273   2.067079 -122.824996  -0.164789  1.299005e+07  8.258831e-01  2.174310e+05 4.001 2
    274   2.289278 161.533935  -0.258004  8.248417e+06 -2.714767e+00 -1.003755e+07 4.001 2
    275   2.234630 -72.177478   0.369591  2.389520e+06  6.552800e-01 -1.277024e+07 4.001 2
    276   1.394476 -73.925396   0.437764  7.112222e+06 -2.759176e+00 -1.087222e+07 4.001 2
    277   2.126535 -57.578559   0.586572  9.124604e+06  1.116095e+00 -9.248265e+06 4.001 2
    278   1.613928  70.096320  -0.699896  9.002555e+06 -4.388786e-01  9.367113e+06 4.001 2
